Raw_record_ID,Raw_row_in_file,Genome,Source,Gene,Method,Class,Subclass,Contig_ID,Coverage_reference_percent,Identity_reference_percent,Start,Stop,Strand
GCF_053117585.1:4,4,GCF_053117585.1,Reproductive,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,NZ_CP181214.1,100,100,1559991,1561427,-
GCF_053117585.1:5,5,GCF_053117585.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181214.1,100,100,1562257,1562991,-
GCF_053117585.1:6,6,GCF_053117585.1,Reproductive,catA,EXACTX,PHENICOL,CHLORAMPHENICOL,NZ_CP181214.1,100,100,1567506,1568150,+
GCF_053117585.1:7,7,GCF_053117585.1,Reproductive,str,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,NZ_CP181214.1,100,100,1569208,1570053,+
GCF_053117585.1:8,8,GCF_053117585.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_CP181214.1,100,99.4,2358348,2359841,-
GCF_053117655.1:1,1,GCF_053117655.1,Reproductive,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,NZ_CP181220.1,100,100,821941,823857,+
GCF_053117655.1:2,2,GCF_053117655.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181220.1,100,100,1473425,1474159,-
GCF_053117655.1:3,3,GCF_053117655.1,Reproductive,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,NZ_CP181220.1,100,100,1478487,1479347,-
GCF_053117655.1:6,6,GCF_053117655.1,Reproductive,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,NZ_CP181220.1,100,100,1490134,1490925,-
GCF_053117655.1:9,9,GCF_053117655.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181220.1,100,100,1494803,1495537,-
GCF_053117655.1:10,10,GCF_053117655.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_CP181220.1,100,99,2258736,2260229,-
GCF_053117665.1:1,1,GCF_053117665.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_CP181222.1,100,99.6,652358,653851,+
GCF_053117665.1:2,2,GCF_053117665.1,Reproductive,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,NZ_CP181222.1,100,100,2666380,2668296,+
GCF_053117665.1:3,3,GCF_053117665.1,Reproductive,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,NZ_CP181224.1,100,100,43578,44117,+
GCF_053117665.1:4,4,GCF_053117665.1,Reproductive,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,NZ_CP181224.1,100,100,44213,45004,+
GCF_053117665.1:5,5,GCF_053117665.1,Reproductive,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,NZ_CP181225.1,100,100,39639,40544,+
GCF_053117665.1:6,6,GCF_053117665.1,Reproductive,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,NZ_CP181225.1,100,100,40544,41083,+
GCF_053117665.1:7,7,GCF_053117665.1,Reproductive,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,NZ_CP181225.1,100,100,41179,41970,+
GCF_053117665.1:8,8,GCF_053117665.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181225.1,100,100,42723,43457,+
GCF_053117675.1:1,1,GCF_053117675.1,Reproductive,gyrA_S83Y,POINTX,QUINOLONE,QUINOLONE,NZ_CP181226.1,100,99.64,6137,8635,+
GCF_053117675.1:2,2,GCF_053117675.1,Reproductive,parC_S80I,POINTX,QUINOLONE,QUINOLONE,NZ_CP181226.1,100,99.76,1501361,1503820,-
GCF_053117675.1:3,3,GCF_053117675.1,Reproductive,erm(B),BLASTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181226.1,97.96,97.92,1543787,1544506,-
GCF_053117675.1:4,4,GCF_053117675.1,Reproductive,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,NZ_CP181226.1,100,100,1548849,1549709,-
GCF_053117675.1:5,5,GCF_053117675.1,Reproductive,lnu(B),EXACTX,LINCOSAMIDE,LINCOSAMIDE,NZ_CP181226.1,100,100,1553595,1554395,-
GCF_053117675.1:6,6,GCF_053117675.1,Reproductive,lsa(E),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_CP181226.1,100,100,1554452,1555933,-
GCF_053117675.1:7,7,GCF_053117675.1,Reproductive,spw,EXACTX,AMINOGLYCOSIDE,AMINOGLYCOSIDE,NZ_CP181226.1,100,100,1558003,1558809,-
GCF_053117675.1:9,9,GCF_053117675.1,Reproductive,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,NZ_CP181226.1,100,100,1560503,1561294,-
GCF_053117675.1:10,10,GCF_053117675.1,Reproductive,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,NZ_CP181226.1,100,100,1561390,1561929,-
GCF_053117675.1:12,12,GCF_053117675.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181226.1,100,100,1565153,1565887,-
GCF_053117675.1:13,13,GCF_053117675.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_CP181226.1,100,99.6,2299482,2300975,-
GCF_053117675.1:14,14,GCF_053117675.1,Reproductive,dfrG,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,NZ_CP181226.1,100,100,2318834,2319328,+
GCF_053117675.1:15,15,GCF_053117675.1,Reproductive,tet(L),EXACTX,TETRACYCLINE,TETRACYCLINE,NZ_CP181226.1,100,100,2829757,2831130,-
GCF_053117675.1:16,16,GCF_053117675.1,Reproductive,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,NZ_CP181226.1,100,100,2831327,2833243,-
GCF_053117685.1:1,1,GCF_053117685.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_CP181229.1,100,99,720484,721977,+
GCF_053117685.1:2,2,GCF_053117685.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181229.1,100,100,1561510,1562244,+
GCF_053117685.1:3,3,GCF_053117685.1,Reproductive,aac(6')-Ie/aph(2'')-Ia,BLASTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,NZ_CP181229.1,100,99.79,1563074,1564510,+
GCF_053117685.1:5,5,GCF_053117685.1,Reproductive,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,NZ_CP181229.1,100,100,1565477,1566016,+
GCF_053117685.1:6,6,GCF_053117685.1,Reproductive,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,NZ_CP181229.1,100,100,1566112,1566903,+
GCF_053117685.1:8,8,GCF_053117685.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181229.1,100,100,1572222,1572956,+
GCF_053117685.1:9,9,GCF_053117685.1,Reproductive,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,NZ_CP181229.1,100,100,2220971,2222887,-
GCF_053117695.1:1,1,GCF_053117695.1,Reproductive,tet(M),BLASTX,TETRACYCLINE,TETRACYCLINE,NZ_CP181234.1,100,99.53,289916,291832,+
GCF_053117695.1:2,2,GCF_053117695.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_CP181234.1,100,99.8,798638,800131,+
GCF_053117695.1:3,3,GCF_053117695.1,Reproductive,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,NZ_CP181235.1,100,100,48441,49877,-
GCF_053117695.1:4,4,GCF_053117695.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181236.1,100,100,27939,28673,-
GCF_053117695.1:5,5,GCF_053117695.1,Reproductive,catA,EXACTX,PHENICOL,CHLORAMPHENICOL,NZ_CP181236.1,100,100,32083,32727,+
GCF_053117705.1:1,1,GCF_053117705.1,Reproductive,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,NZ_CP181238.1,100,100,883340,885256,+
GCF_053117705.1:2,2,GCF_053117705.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181238.1,100,100,1533670,1534404,-
GCF_053117705.1:4,4,GCF_053117705.1,Reproductive,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,NZ_CP181238.1,100,100,1539723,1540514,-
GCF_053117705.1:5,5,GCF_053117705.1,Reproductive,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,NZ_CP181238.1,100,100,1540610,1541149,-
GCF_053117705.1:7,7,GCF_053117705.1,Reproductive,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,NZ_CP181238.1,100,100,1542116,1543552,-
GCF_053117705.1:8,8,GCF_053117705.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_CP181238.1,100,99,2393210,2394703,-
GCF_906464925.1:1,1,GCF_906464925.1,Reproductive,gyrA_S83I,POINTX,QUINOLONE,QUINOLONE,NZ_OD940434.1,100,99.4,6617,9115,+
GCF_906464925.1:2,2,GCF_906464925.1,Reproductive,parC_S80I,POINTX,QUINOLONE,QUINOLONE,NZ_OD940434.1,100,99.63,1440627,1443086,-
GCF_906464925.1:3,3,GCF_906464925.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_OD940434.1,100,99.4,2268638,2270131,-
GCF_906464925.1:4,4,GCF_906464925.1,Reproductive,fexA,BLASTX,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,NZ_OD940435.1,100,98.95,47823,49247,+
GCF_906464925.1:5,5,GCF_906464925.1,Reproductive,optrA,BLASTX,OXAZOLIDINONE/PHENICOL,FLORFENICOL/OXAZOLIDINONE,NZ_OD940435.1,99.69,100,49944,51902,+
GCF_906464925.1:6,6,GCF_906464925.1,Reproductive,catA,BLASTX,PHENICOL,CHLORAMPHENICOL,NZ_OD940436.1,100,97.21,5812,6456,-
GCF_906464925.1:7,7,GCF_906464925.1,Reproductive,tet(L),EXACTX,TETRACYCLINE,TETRACYCLINE,NZ_OD940436.1,100,100,7501,8874,-
GCF_906464925.1:8,8,GCF_906464925.1,Reproductive,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,NZ_OD940436.1,100,100,9071,10987,-
GCF_906464925.1:9,9,GCF_906464925.1,Reproductive,str,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,NZ_OD940436.1,100,100,37506,38351,+
GCF_906464925.1:10,10,GCF_906464925.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_OD940436.1,100,100,48615,49349,-
