Heatmap_variant	Dimension	Item_1	Item_2	Item_1_accession	Item_2_accession	Distance	Item_1_cluster_order	Item_2_cluster_order	Distance_method	Scaling_normalisation	Linkage_method
clustered	rows (strains)	C5881	4953	GCA_050506695.1	GCF_053117665.1	0.5	30	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5874	4953	GCA_050506725.1	GCF_053117665.1	0.8333333333333334	8	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5873	4953	GCA_050506735.1	GCF_053117665.1	0.8333333333333334	7	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5846	4953	GCA_050506745.1	GCF_053117665.1	0.5384615384615384	68	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5844	4953	GCA_050506755.1	GCF_053117665.1	0.7692307692307693	69	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6411	4953	GCA_050506765.1	GCF_053117665.1	0.5	28	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6409	4953	GCA_050506775.1	GCF_053117665.1	0.8333333333333334	6	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6391	4953	GCA_050506815.1	GCF_053117665.1	0.2857142857142857	57	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6389	4953	GCA_050506825.1	GCF_053117665.1	0.6666666666666666	19	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6388	4953	GCA_050506865.1	GCF_053117665.1	0.2857142857142857	58	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6375	4953	GCA_050506875.1	GCF_053117665.1	0.7142857142857143	13	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5858	4953	GCA_050506885.1	GCF_053117665.1	0.875	37	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5845	4953	GCA_050506905.1	GCF_053117665.1	0.8	38	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1545	4953	GCA_050506915.1	GCF_053117665.1	0.8333333333333334	5	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1544	4953	GCA_050506925.1	GCF_053117665.1	0.8333333333333334	4	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1542	4953	GCA_050506935.1	GCF_053117665.1	0.8333333333333334	3	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1538	4953	GCA_050506985.1	GCF_053117665.1	0.8333333333333334	2	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1335	4953	GCA_050506995.1	GCF_053117665.1	0.6666666666666666	18	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1337	4953	GCA_050507065.1	GCF_053117665.1	0.6666666666666666	17	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1469	4953	GCA_050507075.1	GCF_053117665.1	0.4	64	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1468	4953	GCA_050507105.1	GCF_053117665.1	0.4	63	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5822	4953	GCA_050516645.1	GCF_053117665.1	0.7142857142857143	35	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5819	4953	GCA_050516655.1	GCF_053117665.1	0.7142857142857143	36	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6697	4953	GCA_050516665.1	GCF_053117665.1	0	50	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6696	4953	GCA_050516675.1	GCF_053117665.1	0.5	27	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	UMB6935B	4953	GCF_049262565.1	GCF_053117665.1	0.6666666666666666	34	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5245	4953	GCF_053117575.1	GCF_053117665.1	0.2857142857142857	56	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5410	4953	GCF_053117585.1	GCF_053117665.1	0.7	70	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5034	4953	GCF_053117655.1	GCF_053117665.1	0.16666666666666666	49	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4953	4953	GCF_053117665.1	GCF_053117665.1	0	51	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4774	4953	GCF_053117675.1	GCF_053117665.1	0.5384615384615384	45	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4638	4953	GCF_053117685.1	GCF_053117665.1	0.2857142857142857	55	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4153	4953	GCF_053117695.1	GCF_053117665.1	0.625	32	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	2819	4953	GCF_053117705.1	GCF_053117665.1	0.2857142857142857	54	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	BX5936	4953	GCF_906464925.1	GCF_053117665.1	0.7272727272727273	72	51	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI48	4774	GCA_029011255.1	GCF_053117675.1	0.9230769230769231	11	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI36	4774	GCA_029011395.1	GCF_053117675.1	0.8461538461538461	25	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI19	4774	GCA_029011535.1	GCF_053117675.1	0.9230769230769231	33	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI09	4774	GCA_029011745.1	GCF_053117675.1	0.9230769230769231	1	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H820	4774	GCA_050469755.1	GCF_053117675.1	0.8125	59	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H815	4774	GCA_050471105.1	GCF_053117675.1	0.8461538461538461	26	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1578	4774	GCA_050472745.1	GCF_053117675.1	0.5625	66	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1577	4774	GCA_050472755.1	GCF_053117675.1	0.46153846153846156	71	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1555	4774	GCA_050473345.1	GCF_053117675.1	0.9230769230769231	12	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1554	4774	GCA_050473355.1	GCF_053117675.1	0.8461538461538461	24	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1539	4774	GCA_050473905.1	GCF_053117675.1	0.5882352941176471	62	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1473	4774	GCA_050474485.1	GCF_053117675.1	0.9230769230769231	10	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1472	4774	GCA_050474495.1	GCF_053117675.1	0.7333333333333333	60	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1336	4774	GCA_050475565.1	GCF_053117675.1	0.7333333333333333	61	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1329	4774	GCA_050475575.1	GCF_053117675.1	0.7857142857142857	31	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1321	4774	GCA_050476085.1	GCF_053117675.1	0.9230769230769231	9	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8814	4774	GCA_050480515.1	GCF_053117675.1	0.8461538461538461	23	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8810	4774	GCA_050481105.1	GCF_053117675.1	0.8461538461538461	22	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2195	4774	GCA_050481115.1	GCF_053117675.1	0.8461538461538461	21	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2194	4774	GCA_050481685.1	GCF_053117675.1	0.8461538461538461	20	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1225	4774	GCA_050481695.1	GCF_053117675.1	0.72	41	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1224	4774	GCA_050482265.1	GCF_053117675.1	0.72	42	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8816	4774	GCA_050485045.1	GCF_053117675.1	0.875	43	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8811	4774	GCA_050485055.1	GCF_053117675.1	0.9130434782608695	44	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2198	4774	GCA_050485625.1	GCF_053117675.1	0.7083333333333334	40	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2196	4774	GCA_050485635.1	GCF_053117675.1	0.6956521739130435	39	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1228	4774	GCA_050486705.1	GCF_053117675.1	0.5	48	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1226	4774	GCA_050486715.1	GCF_053117675.1	0.7692307692307693	14	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1576	4774	GCA_050491675.1	GCF_053117675.1	0.42857142857142855	52	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1574	4774	GCA_050491685.1	GCF_053117675.1	0.42857142857142855	53	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1552	4774	GCA_050492125.1	GCF_053117675.1	0.5625	67	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1551	4774	GCA_050492135.1	GCF_053117675.1	0.5625	65	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H797	4774	GCA_050505635.1	GCF_053117675.1	0.38461538461538464	46	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H813	4774	GCA_050505645.1	GCF_053117675.1	0.38461538461538464	47	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6489	4774	GCA_050506665.1	GCF_053117675.1	0.6923076923076923	15	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6504	4774	GCA_050506675.1	GCF_053117675.1	0.6923076923076923	16	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5882	4774	GCA_050506685.1	GCF_053117675.1	0.7692307692307693	29	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5881	4774	GCA_050506695.1	GCF_053117675.1	0.7692307692307693	30	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5874	4774	GCA_050506725.1	GCF_053117675.1	0.9230769230769231	8	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5873	4774	GCA_050506735.1	GCF_053117675.1	0.9230769230769231	7	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5846	4774	GCA_050506745.1	GCF_053117675.1	0.631578947368421	68	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5844	4774	GCA_050506755.1	GCF_053117675.1	0.7894736842105263	69	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6411	4774	GCA_050506765.1	GCF_053117675.1	0.7692307692307693	28	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6409	4774	GCA_050506775.1	GCF_053117675.1	0.9230769230769231	6	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6391	4774	GCA_050506815.1	GCF_053117675.1	0.6428571428571429	57	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6389	4774	GCA_050506825.1	GCF_053117675.1	0.8461538461538461	19	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6388	4774	GCA_050506865.1	GCF_053117675.1	0.6428571428571429	58	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6375	4774	GCA_050506875.1	GCF_053117675.1	0.7692307692307693	13	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5858	4774	GCA_050506885.1	GCF_053117675.1	0.8636363636363636	37	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5845	4774	GCA_050506905.1	GCF_053117675.1	0.8095238095238095	38	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1545	4774	GCA_050506915.1	GCF_053117675.1	0.9230769230769231	5	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1544	4774	GCA_050506925.1	GCF_053117675.1	0.9230769230769231	4	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1542	4774	GCA_050506935.1	GCF_053117675.1	0.9230769230769231	3	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1538	4774	GCA_050506985.1	GCF_053117675.1	0.9230769230769231	2	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1335	4774	GCA_050506995.1	GCF_053117675.1	0.8461538461538461	18	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1337	4774	GCA_050507065.1	GCF_053117675.1	0.8461538461538461	17	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1469	4774	GCA_050507075.1	GCF_053117675.1	0.5625	64	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1468	4774	GCA_050507105.1	GCF_053117675.1	0.5625	63	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5822	4774	GCA_050516645.1	GCF_053117675.1	0.8571428571428571	35	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5819	4774	GCA_050516655.1	GCF_053117675.1	0.8571428571428571	36	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6697	4774	GCA_050516665.1	GCF_053117675.1	0.5384615384615384	50	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6696	4774	GCA_050516675.1	GCF_053117675.1	0.7692307692307693	27	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	UMB6935B	4774	GCF_049262565.1	GCF_053117675.1	0.8461538461538461	34	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5245	4774	GCF_053117575.1	GCF_053117675.1	0.6428571428571429	56	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5410	4774	GCF_053117585.1	GCF_053117675.1	0.75	70	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5034	4774	GCF_053117655.1	GCF_053117675.1	0.6153846153846154	49	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4953	4774	GCF_053117665.1	GCF_053117675.1	0.5384615384615384	51	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4774	4774	GCF_053117675.1	GCF_053117675.1	0	45	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4638	4774	GCF_053117685.1	GCF_053117675.1	0.6428571428571429	55	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4153	4774	GCF_053117695.1	GCF_053117675.1	0.8	32	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	2819	4774	GCF_053117705.1	GCF_053117675.1	0.6428571428571429	54	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	BX5936	4774	GCF_906464925.1	GCF_053117675.1	0.6875	72	45	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI48	4638	GCA_029011255.1	GCF_053117685.1	0.8333333333333334	11	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI36	4638	GCA_029011395.1	GCF_053117685.1	0.6666666666666666	25	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI19	4638	GCA_029011535.1	GCF_053117685.1	0.8333333333333334	33	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI09	4638	GCA_029011745.1	GCF_053117685.1	0.8333333333333334	1	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H820	4638	GCA_050469755.1	GCF_053117685.1	0.6666666666666666	59	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H815	4638	GCA_050471105.1	GCF_053117685.1	0.6666666666666666	26	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1578	4638	GCA_050472745.1	GCF_053117685.1	0.4	66	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1577	4638	GCA_050472755.1	GCF_053117685.1	0.7	71	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1555	4638	GCA_050473345.1	GCF_053117685.1	0.8333333333333334	12	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1554	4638	GCA_050473355.1	GCF_053117685.1	0.6666666666666666	24	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1539	4638	GCA_050473905.1	GCF_053117685.1	0.45454545454545453	62	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1473	4638	GCA_050474485.1	GCF_053117685.1	0.8333333333333334	10	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1472	4638	GCA_050474495.1	GCF_053117685.1	0.5	60	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1336	4638	GCA_050475565.1	GCF_053117685.1	0.5	61	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1329	4638	GCA_050475575.1	GCF_053117685.1	0.3333333333333333	31	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1321	4638	GCA_050476085.1	GCF_053117685.1	0.8333333333333334	9	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8814	4638	GCA_050480515.1	GCF_053117685.1	0.6666666666666666	23	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8810	4638	GCA_050481105.1	GCF_053117685.1	0.6666666666666666	22	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2195	4638	GCA_050481115.1	GCF_053117685.1	0.6666666666666666	21	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2194	4638	GCA_050481685.1	GCF_053117685.1	0.6666666666666666	20	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1225	4638	GCA_050481695.1	GCF_053117685.1	0.6842105263157895	41	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1224	4638	GCA_050482265.1	GCF_053117685.1	0.6842105263157895	42	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
