genome_accession	source	ST	BioProject	AMR_gene	AMR_class	AMR_plot_class	AMRFinderPlus_contig_ID	replicon_accession	replicon_description	localisation_classification	evidence_used	replicon_length_bp	replicon_role	sequence_report_path	AMRFinderPlus_raw_record_ID
GCA_050506905.1	Bacteraemia	778	PRJNA1185791	vanY-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175240.1	CP175240.1	unnamed2	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	73589	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506905.1/sequence_report.jsonl	GCA_050506905.1:10
GCA_050506905.1	Bacteraemia	778	PRJNA1185791	vanZ-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175240.1	CP175240.1	unnamed2	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	73589	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506905.1/sequence_report.jsonl	GCA_050506905.1:11
GCA_050506905.1	Bacteraemia	778	PRJNA1185791	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175241.1	CP175241.1	unnamed3	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	68931	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506905.1/sequence_report.jsonl	GCA_050506905.1:12
GCA_050506905.1	Bacteraemia	778	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175241.1	CP175241.1	unnamed3	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	68931	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506905.1/sequence_report.jsonl	GCA_050506905.1:13
GCA_050506915.1	Bacteraemia	19	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175237.1	CP175237.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2873641	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506915.1/sequence_report.jsonl	GCA_050506915.1:2
GCA_050506925.1	Bacteraemia	19	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175233.1	CP175233.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2873855	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506925.1/sequence_report.jsonl	GCA_050506925.1:1
GCA_050506935.1	Bacteraemia	19	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175230.1	CP175230.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2873857	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506935.1/sequence_report.jsonl	GCA_050506935.1:1
GCA_050506985.1	Bacteraemia	19	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175228.1	CP175228.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2873855	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506985.1/sequence_report.jsonl	GCA_050506985.1:1
GCA_050506995.1	Bacteraemia	179	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175225.1	CP175225.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2898686	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506995.1/sequence_report.jsonl	GCA_050506995.1:2
GCA_050506995.1	Bacteraemia	179	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175225.1	CP175225.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2898686	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506995.1/sequence_report.jsonl	GCA_050506995.1:1
GCA_050507065.1	Bacteraemia	179	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175224.1	CP175224.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2898685	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507065.1/sequence_report.jsonl	GCA_050507065.1:1
GCA_050507065.1	Bacteraemia	179	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175224.1	CP175224.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2898685	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507065.1/sequence_report.jsonl	GCA_050507065.1:2
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175221.1	CP175221.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154081	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:2
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	dfrF	TRIMETHOPRIM	Other	CP175221.1	CP175221.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154081	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:4
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	dfrF	TRIMETHOPRIM	Other	CP175221.1	CP175221.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154081	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:5
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	gyrA_S83I	QUINOLONE	Other	CP175221.1	CP175221.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154081	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:1
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175221.1	CP175221.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154081	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:6
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	parC_S80I	QUINOLONE	Other	CP175221.1	CP175221.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154081	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:3
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175221.1	CP175221.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154081	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:7
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175221.1	CP175221.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154081	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:8
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	ant(6)-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175222.1	CP175222.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	65787	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:10
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	CP175222.1	CP175222.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	65787	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:12
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175222.1	CP175222.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	65787	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:9
GCA_050507075.1	Bacteraemia	6	PRJNA1185791	sat4	STREPTOTHRICIN	Other	CP175222.1	CP175222.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	65787	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507075.1/sequence_report.jsonl	GCA_050507075.1:11
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175219.1	CP175219.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154091	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:2
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	dfrF	TRIMETHOPRIM	Other	CP175219.1	CP175219.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154091	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:4
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	dfrF	TRIMETHOPRIM	Other	CP175219.1	CP175219.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154091	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:5
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	gyrA_S83I	QUINOLONE	Other	CP175219.1	CP175219.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154091	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:1
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175219.1	CP175219.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154091	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:6
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	parC_S80I	QUINOLONE	Other	CP175219.1	CP175219.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154091	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:3
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175219.1	CP175219.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154091	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:7
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175219.1	CP175219.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3154091	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:8
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	ant(6)-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175220.1	CP175220.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	65787	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:11
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	CP175220.1	CP175220.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	65787	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:9
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175220.1	CP175220.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	65787	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:12
GCA_050507105.1	Bacteraemia	6	PRJNA1185791	sat4	STREPTOTHRICIN	Other	CP175220.1	CP175220.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	65787	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050507105.1/sequence_report.jsonl	GCA_050507105.1:10
GCA_050516645.1	Bacteraemia	220	PRJNA1185791	catA	PHENICOL	Other	CP175406.1	CP175406.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2969095	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516645.1/sequence_report.jsonl	GCA_050516645.1:2
GCA_050516645.1	Bacteraemia	220	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175406.1	CP175406.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2969095	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516645.1/sequence_report.jsonl	GCA_050516645.1:1
GCA_050516645.1	Bacteraemia	220	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175406.1	CP175406.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2969095	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516645.1/sequence_report.jsonl	GCA_050516645.1:11
GCA_050516655.1	Bacteraemia	220	PRJNA1185791	catA	PHENICOL	Other	CP175400.1	CP175400.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2969079	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516655.1/sequence_report.jsonl	GCA_050516655.1:1
GCA_050516655.1	Bacteraemia	220	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175400.1	CP175400.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2969079	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516655.1/sequence_report.jsonl	GCA_050516655.1:2
GCA_050516655.1	Bacteraemia	220	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175400.1	CP175400.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2969079	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516655.1/sequence_report.jsonl	GCA_050516655.1:3
GCA_050516665.1	Bacteraemia	179	PRJNA1185791	ant(6)-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175396.1	CP175396.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	129195	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516665.1/sequence_report.jsonl	GCA_050516665.1:1
GCA_050516665.1	Bacteraemia	179	PRJNA1185791	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	CP175396.1	CP175396.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	129195	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516665.1/sequence_report.jsonl	GCA_050516665.1:3
GCA_050516665.1	Bacteraemia	179	PRJNA1185791	sat4	STREPTOTHRICIN	Other	CP175396.1	CP175396.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	129195	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516665.1/sequence_report.jsonl	GCA_050516665.1:2
GCA_050516665.1	Bacteraemia	179	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175397.1	CP175397.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2942096	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516665.1/sequence_report.jsonl	GCA_050516665.1:6
GCA_050516665.1	Bacteraemia	179	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175397.1	CP175397.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2942096	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516665.1/sequence_report.jsonl	GCA_050516665.1:7
GCA_050516665.1	Bacteraemia	179	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175397.1	CP175397.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2942096	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516665.1/sequence_report.jsonl	GCA_050516665.1:5
GCA_050516675.1	Bacteraemia	179	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175395.1	CP175395.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2936827	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516675.1/sequence_report.jsonl	GCA_050516675.1:2
GCA_050516675.1	Bacteraemia	179	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175395.1	CP175395.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2936827	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516675.1/sequence_report.jsonl	GCA_050516675.1:3
GCA_050516675.1	Bacteraemia	179	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175395.1	CP175395.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2936827	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050516675.1/sequence_report.jsonl	GCA_050516675.1:1
