Genome,Source,Target_gene,Detection_status,Status_reason,Database_gene_symbol,Reference_accession,Contig_ID,Start,Stop,Strand,Identity,Coverage,Candidate_locus_count
GCA_050506875.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175255.1,1079274,1081157,+,98.885,100.0,1
GCA_050506875.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175255.1,478796,482685,+,93.62396988144825,80.10794140323824,1
GCA_050506875.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175255.1,1759385,1760917,-,99.02199999999999,100.0,1
GCA_050506875.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175255.1,1758482,1759336,-,98.596,100.0,1
GCA_050506875.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506875.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506885.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175254.1,983410,985293,+,93.7229179347826,100.0,1
GCA_050506885.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175254.1,1920161,1921087,+,100.0,100.0,2
GCA_050506885.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175254.1,972464,975928,+,99.192,100.0,1
GCA_050506885.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175254.1,975932,977362,+,99.161,100.0,1
GCA_050506885.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175254.1,977359,979242,+,98.885,100.0,1
GCA_050506885.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175254.1,364787,368676,+,93.91245530278756,80.10794140323824,2
GCA_050506885.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175254.1,1691519,1693051,-,100.0,100.0,1
GCA_050506885.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175254.1,1690616,1691470,-,100.0,100.0,1
GCA_050506885.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506885.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175252.1,33356,34594,+,99.839,100.0,1
GCA_050506905.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175239.1,979870,981894,+,94.81632541396688,100.0,1
GCA_050506905.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175239.1,1874195,1875121,+,99.892,100.0,2
GCA_050506905.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175239.1,969062,972526,+,99.942,100.0,1
GCA_050506905.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175239.1,972530,973960,+,100.0,100.0,1
GCA_050506905.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175239.1,973957,975840,+,99.682,100.0,1
GCA_050506905.1,Bacteraemia,asa1_or_validated_equivalent,flagged_partial,Identity is >=80% but reference coverage is 50-<80%,asa1,WP_010785625,CP175243.1,11669,15595,+,94.24669812540401,79.23413004369057,3
GCA_050506905.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175239.1,1681150,1682682,-,100.0,100.0,1
GCA_050506905.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175239.1,1680247,1681101,-,100.0,100.0,1
GCA_050506905.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175239.1,2977416,2982056,-,87.87061730195097,82.37282106012096,1
GCA_050506905.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175242.1,39416,40654,+,99.839,100.0,1
GCA_050506915.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175237.1,968943,970826,+,94.59083093231857,100.0,1
GCA_050506915.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175237.1,1769761,1770687,+,99.569,100.0,2
GCA_050506915.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175237.1,923274,926738,+,99.942,100.0,1
GCA_050506915.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175237.1,926742,928172,+,99.161,100.0,1
GCA_050506915.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175237.1,928169,930052,+,99.045,100.0,1
GCA_050506915.1,Bacteraemia,asa1_or_validated_equivalent,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506915.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175237.1,1649975,1651507,-,98.956,100.0,1
GCA_050506915.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175237.1,1649072,1649926,-,98.48,100.0,1
GCA_050506915.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175237.1,356266,361389,+,96.30768347472817,100.0,1
GCA_050506915.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506925.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175233.1,1904300,1906183,-,94.59083093231857,100.0,1
GCA_050506925.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175233.1,1104439,1105365,-,99.569,100.0,2
GCA_050506925.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175233.1,1948603,1952067,-,99.942,100.0,1
GCA_050506925.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175233.1,1947169,1948599,-,99.161,100.0,1
GCA_050506925.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175233.1,1945289,1947172,-,99.045,100.0,1
GCA_050506925.1,Bacteraemia,asa1_or_validated_equivalent,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506925.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175233.1,1223619,1225151,+,98.956,100.0,1
GCA_050506925.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175233.1,1225200,1226054,+,98.48,100.0,1
GCA_050506925.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175233.1,2513952,2519075,-,96.30768347472818,100.0,1
GCA_050506925.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506935.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175230.1,1844200,1846083,-,94.59083093231857,100.0,1
GCA_050506935.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175230.1,1044337,1045263,-,99.569,100.0,2
GCA_050506935.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175230.1,1888503,1891967,-,99.942,100.0,1
GCA_050506935.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175230.1,1887069,1888499,-,99.161,100.0,1
GCA_050506935.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175230.1,1885189,1887072,-,99.045,100.0,1
GCA_050506935.1,Bacteraemia,asa1_or_validated_equivalent,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506935.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175230.1,1163517,1165049,+,98.956,100.0,1
GCA_050506935.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175230.1,1165098,1165952,+,98.48,100.0,1
GCA_050506935.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175230.1,2453852,2458975,-,96.30768347472818,100.0,1
GCA_050506935.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506985.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175228.1,1844198,1846081,-,94.59083093231857,100.0,1
GCA_050506985.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175228.1,1044337,1045263,-,99.569,100.0,2
GCA_050506985.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175228.1,1888501,1891965,-,99.942,100.0,1
GCA_050506985.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175228.1,1887067,1888497,-,99.161,100.0,1
GCA_050506985.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175228.1,1885187,1887070,-,99.045,100.0,1
GCA_050506985.1,Bacteraemia,asa1_or_validated_equivalent,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506985.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175228.1,1163517,1165049,+,98.956,100.0,1
GCA_050506985.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175228.1,1165098,1165952,+,98.48,100.0,1
GCA_050506985.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175228.1,2453850,2458973,-,96.30768347472818,100.0,1
GCA_050506985.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506995.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175225.1,790919,792802,+,93.99111649659864,100.0,1
GCA_050506995.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175225.1,1655574,1656500,+,99.461,100.0,2
GCA_050506995.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175225.1,776916,780380,+,99.509,100.0,1
GCA_050506995.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175225.1,780384,781814,+,99.441,100.0,1
GCA_050506995.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175225.1,781811,783694,+,99.363,100.0,1
GCA_050506995.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175225.1,155853,159770,+,93.62560794362588,80.10794140323824,2
GCA_050506995.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175225.1,1445808,1447340,-,98.89100000000002,100.0,1
GCA_050506995.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175225.1,1444905,1445759,-,98.48,100.0,1
GCA_050506995.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175225.1,204511,210132,+,96.83420225532797,100.0,1
GCA_050506995.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175225.1,197625,198863,+,99.839,100.0,1
GCA_050507065.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175224.1,55511,57394,+,93.99111649659864,100.0,1
GCA_050507065.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175224.1,920163,921089,+,99.461,100.0,2
GCA_050507065.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175224.1,41508,44972,+,99.509,100.0,1
GCA_050507065.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175224.1,44976,46406,+,99.441,100.0,1
GCA_050507065.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175224.1,46403,48286,+,99.363,100.0,1
GCA_050507065.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175224.1,2319131,2323047,+,93.59147644985582,80.10794140323824,3
GCA_050507065.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175224.1,710397,711929,-,98.89100000000002,100.0,1
GCA_050507065.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175224.1,709494,710348,-,98.48,100.0,1
GCA_050507065.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175224.1,2367788,2373409,+,96.83420225532797,100.0,1
GCA_050507065.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175224.1,2360902,2362140,+,99.839,100.0,1
GCA_050507075.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175221.1,1037958,1039982,+,94.79255579553636,100.0,1
GCA_050507075.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175221.1,2019407,2020333,+,99.892,100.0,2
GCA_050507075.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175221.1,1027150,1030614,+,99.913,100.0,1
GCA_050507075.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175221.1,1030618,1032048,+,100.0,100.0,1
GCA_050507075.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175221.1,1032045,1033928,+,99.682,100.0,1
GCA_050507075.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175221.1,431906,435798,+,93.37354225352112,80.10794140323824,1
GCA_050507075.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175221.1,1782351,1783883,-,100.0,100.0,1
GCA_050507075.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175221.1,1781448,1782302,-,100.0,100.0,1
GCA_050507075.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050507075.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050507105.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175219.1,1106549,1108573,+,94.79255579553636,100.0,1
GCA_050507105.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175219.1,2088000,2088926,+,99.892,100.0,2
GCA_050507105.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175219.1,1095741,1099205,+,99.913,100.0,1
GCA_050507105.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175219.1,1099209,1100639,+,100.0,100.0,1
GCA_050507105.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175219.1,1100636,1102519,+,99.682,100.0,1
GCA_050507105.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175219.1,500492,504384,+,93.37354225352112,80.10794140323824,1
GCA_050507105.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175219.1,1850943,1852475,-,100.0,100.0,1
GCA_050507105.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175219.1,1850040,1850894,-,100.0,100.0,1
GCA_050507105.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050507105.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050516645.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175406.1,732476,734500,+,93.1623339731286,100.0,1
GCA_050516645.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175406.1,1588403,1589329,+,99.569,100.0,2
GCA_050516645.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175406.1,719081,722545,+,99.423,100.0,1
GCA_050516645.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175406.1,722549,723979,+,99.161,100.0,1
GCA_050516645.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175406.1,723976,725859,+,99.151,100.0,1
GCA_050516645.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175404.1,48457,52374,+,94.33052946828955,80.13364173734259,2
GCA_050516645.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175406.1,1405062,1406594,-,98.695,100.0,1
GCA_050516645.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175406.1,1404159,1405013,-,98.83,100.0,1
GCA_050516645.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050516645.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175405.1,60870,62108,+,99.596,100.0,1
GCA_050516655.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175400.1,787966,789990,-,93.1623339731286,100.0,1
GCA_050516655.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175400.1,2902216,2903142,-,99.569,100.0,2
GCA_050516655.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175400.1,799921,803385,-,99.423,100.0,1
GCA_050516655.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175400.1,798487,799917,-,99.161,100.0,1
GCA_050516655.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175400.1,796607,798490,-,99.151,100.0,1
GCA_050516655.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175401.1,48457,52374,+,94.33052946828955,80.13364173734259,2
GCA_050516655.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175400.1,115872,117404,+,98.695,100.0,1
GCA_050516655.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175400.1,117453,118307,+,98.83,100.0,1
GCA_050516655.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050516655.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175398.1,62073,63311,+,99.596,100.0,1
GCA_050516665.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175397.1,1034423,1036306,+,93.99111649659864,100.0,1
GCA_050516665.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175397.1,1905903,1906829,+,99.461,100.0,2
GCA_050516665.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175397.1,1020420,1023884,+,99.481,100.0,1
GCA_050516665.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175397.1,1023888,1025318,+,99.441,100.0,1
GCA_050516665.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175397.1,1025315,1027198,+,99.363,100.0,1
GCA_050516665.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175397.1,400278,404194,+,93.59147644985582,80.10794140323824,3
GCA_050516665.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175397.1,1696137,1697669,-,98.89100000000002,100.0,1
GCA_050516665.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175397.1,1695234,1696088,-,98.48,100.0,1
GCA_050516665.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175397.1,447248,452119,+,96.49681521331165,99.85770188545001,1
GCA_050516665.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175397.1,440362,441600,+,99.839,100.0,1
GCA_050516675.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175395.1,1031777,1033660,+,93.99111649659864,100.0,1
GCA_050516675.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175395.1,1903176,1904102,+,99.461,100.0,2
GCA_050516675.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175395.1,1017774,1021238,+,99.509,100.0,1
GCA_050516675.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175395.1,1021242,1022672,+,99.441,100.0,1
GCA_050516675.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175395.1,1022669,1024552,+,99.363,100.0,1
GCA_050516675.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175395.1,400091,404007,+,93.59147644985582,80.10794140323824,3
GCA_050516675.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175395.1,1693416,1694948,-,98.89100000000002,100.0,1
GCA_050516675.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175395.1,1692513,1693367,-,98.48,100.0,1
GCA_050516675.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175395.1,447061,452682,+,96.83420225532797,100.0,1
GCA_050516675.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175395.1,440175,441413,+,99.839,100.0,1
GCF_049262565.1,Reproductive,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,NZ_CP185997.1,994614,996215,+,95.91594453998279,100.0,1
GCF_049262565.1,Reproductive,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,NZ_CP185997.1,1868762,1869687,+,99.784,100.0,2
GCF_049262565.1,Reproductive,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,NZ_CP185997.1,983806,987270,+,99.913,100.0,1
GCF_049262565.1,Reproductive,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,NZ_CP185997.1,987274,988704,+,99.161,100.0,1
GCF_049262565.1,Reproductive,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,NZ_CP185997.1,988701,990584,+,99.045,100.0,1
GCF_049262565.1,Reproductive,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,NZ_CP185998.1,10543,14460,+,94.65090518898141,80.13364173734259,1
