Genome,Source,qseqid,sseqid,pident,length,qlen,qstart,qend,sstart,send,evalue,bitscore,Original_tool_output_reference,Strand
GCA_050516645.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175406.1,98.025,2025,2025,1,2025,732476,734500,0.0,3472,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175406.1,89.759,498,2025,1225,1722,733559,734056,0.0,669,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175406.1,87.751,498,2025,1084,1581,733700,734197,1.32e-178,624,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175406.1,89.106,358,2025,1083,1440,733840,734197,1.84e-132,471,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175406.1,87.395,357,2025,1366,1722,733559,733915,8.92e-124,442,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175406.1,88.889,216,2025,1507,1722,733559,733774,5.28e-76,282,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175406.1,88.426,216,2025,1084,1299,733982,734197,2.24e-74,278,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175405.1,89.907,3874,3918,1,3855,20928,24777,0.0,5200,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175404.1,89.661,3869,3918,1,3855,48457,52305,0.0,5160,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175405.1,95.381,3919,3918,2,3918,20929,24846,0.0,6241,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175404.1,95.251,3917,3918,2,3918,48458,52374,0.0,6226,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175405.1,96.203,2291,3891,1603,3891,22558,24846,0.0,3735,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175405.1,95.214,794,3891,1,794,20928,21721,0.0,1261,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175404.1,94.762,2291,3891,1603,3891,50086,52374,0.0,3586,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175404.1,93.141,831,3891,1,829,48457,49285,0.0,1237,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002174|WP_002369251|gelE|gelE,CP175406.1,98.695,1533,1533,1,1533,1406594,1405062,0.0,2675,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,-
GCA_050516645.1,Bacteraemia,VFG002175|AAM75248|cylR1|cytolysin_operon_context,CP175405.1,98.596,285,285,1,285,55125,54841,1.73e-141,497,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,-
GCA_050516645.1,Bacteraemia,VFG002176|AAM75252|cylB|cytolysin_operon_context,CP175405.1,99.674,2145,2145,1,2145,58729,60873,0.0,3837,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002177|AAM75253|cylA|cylA,CP175405.1,99.596,1239,1239,1,1239,60870,62108,0.0,2213,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP175405.1,99.898,984,984,1,984,62109,63092,0.0,1771,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG002191|WP_002369252|sprE|sprE,CP175406.1,98.83,855,855,1,855,1405013,1404159,0.0,1498,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,-
GCA_050516645.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP175406.1,99.423,3465,3465,1,3465,719081,722545,0.0,6159,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP175406.1,99.161,1431,1431,1,1431,722549,723979,0.0,2527,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP175406.1,99.151,1884,1878,1,1878,723976,725859,0.0,3327,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG045470|AAM75247|cylR2|cytolysin_operon_context,CP175405.1,99.005,201,201,1,201,54840,54641,1.1100000000000001e-97,351,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,-
GCA_050516645.1,Bacteraemia,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP175405.1,100.0,207,207,1,207,55244,55450,1.01e-104,374,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP175405.1,88.095,84,207,15,98,55534,55617,2.22e-24,107,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP175405.1,100.0,192,192,1,192,55484,55675,1.28e-96,347,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP175405.1,88.095,84,192,51,134,55258,55341,2.0399999999999997e-24,107,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516645.1,Bacteraemia,VFG045474|AAM75251|cylM|cytolysin_operon_context,CP175405.1,99.497,2982,2982,1,2982,55736,58717,0.0,5311,analysis/virulence_adherence/blast_72/GCA_050516645.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175401.1,96.759,3918,3918,1,3918,48457,52374,0.0,6494,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175398.1,95.995,3920,3918,1,3918,88355,92273,0.0,6351,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175400.1,99.569,927,927,1,927,2903142,2902216,0.0,1654,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175400.1,68.237,828,927,81,890,1312825,1312016,5.25e-72,269,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175400.1,98.025,2025,2025,1,2025,789990,787966,0.0,3472,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175400.1,89.759,498,2025,1225,1722,788907,788410,0.0,669,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175400.1,87.751,498,2025,1084,1581,788766,788269,1.32e-178,624,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175400.1,89.106,358,2025,1083,1440,788626,788269,1.84e-132,471,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175400.1,87.395,357,2025,1366,1722,788907,788551,8.92e-124,442,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175400.1,88.889,216,2025,1507,1722,788907,788692,5.28e-76,282,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175400.1,88.426,216,2025,1084,1299,788484,788269,2.24e-74,278,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175398.1,89.907,3874,3918,1,3855,88355,92204,0.0,5200,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175401.1,89.661,3869,3918,1,3855,48457,52305,0.0,5160,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175398.1,95.381,3919,3918,2,3918,88356,92273,0.0,6241,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175401.1,95.251,3917,3918,2,3918,48458,52374,0.0,6226,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175398.1,96.203,2291,3891,1603,3891,89985,92273,0.0,3735,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175398.1,95.214,794,3891,1,794,88355,89148,0.0,1261,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175401.1,94.762,2291,3891,1603,3891,50086,52374,0.0,3586,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175401.1,93.141,831,3891,1,829,48457,49285,0.0,1237,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002174|WP_002369251|gelE|gelE,CP175400.1,98.695,1533,1533,1,1533,115872,117404,0.0,2675,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002175|AAM75248|cylR1|cytolysin_operon_context,CP175398.1,98.596,285,285,1,285,56328,56044,1.73e-141,497,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG002176|AAM75252|cylB|cytolysin_operon_context,CP175398.1,99.674,2145,2145,1,2145,59932,62076,0.0,3837,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002177|AAM75253|cylA|cylA,CP175398.1,99.596,1239,1239,1,1239,62073,63311,0.0,2213,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP175398.1,99.898,984,984,1,984,63312,64295,0.0,1771,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG002191|WP_002369252|sprE|sprE,CP175400.1,98.83,855,855,1,855,117453,118307,0.0,1498,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP175400.1,99.423,3465,3465,1,3465,803385,799921,0.0,6159,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP175400.1,99.161,1431,1431,1,1431,799917,798487,0.0,2527,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP175400.1,99.151,1884,1878,1,1878,798490,796607,0.0,3327,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG045470|AAM75247|cylR2|cytolysin_operon_context,CP175398.1,99.005,201,201,1,201,56043,55844,1.1100000000000001e-97,351,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,-
GCA_050516655.1,Bacteraemia,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP175398.1,100.0,207,207,1,207,56447,56653,1.01e-104,374,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP175398.1,88.095,84,207,15,98,56737,56820,2.22e-24,107,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP175398.1,100.0,192,192,1,192,56687,56878,1.28e-96,347,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP175398.1,88.095,84,192,51,134,56461,56544,2.0399999999999997e-24,107,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516655.1,Bacteraemia,VFG045474|AAM75251|cylM|cytolysin_operon_context,CP175398.1,99.497,2982,2982,1,2982,56939,59920,0.0,5311,analysis/virulence_adherence/blast_72/GCA_050516655.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175397.1,95.434,3920,3918,2,3918,400278,404194,0.0,6259,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175397.1,89.703,3875,3918,1,3855,134859,138719,0.0,5176,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175396.1,94.857,3928,3918,1,3918,71577,67651,0.0,6170,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,-
GCA_050516665.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175397.1,99.461,927,927,1,927,1905903,1906829,0.0,1650,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175397.1,68.237,828,927,81,890,497111,497920,5.14e-72,269,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175397.1,96.142,1581,2025,1,1581,1034423,1036003,0.0,2577,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175397.1,95.256,801,2025,1225,2025,1035506,1036306,0.0,1274,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175397.1,91.317,357,2025,1084,1440,1035647,1036003,8.73e-143,505,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175397.1,90.756,357,2025,1366,1722,1035506,1035862,4.52e-140,496,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175397.1,89.352,216,2025,1084,1299,1035788,1036003,4.25e-77,287,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175397.1,87.963,216,2025,1507,1722,1035506,1035721,2.6800000000000002e-73,273,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175397.1,99.974,3918,3918,1,3918,134859,138776,0.0,7062,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175397.1,89.584,3869,3918,2,3855,400278,404125,0.0,5139,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175396.1,89.184,3883,3918,1,3855,71577,67720,0.0,5085,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,-
GCA_050516665.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175397.1,100.0,3918,3918,1,3918,400277,404194,0.0,7066,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175397.1,89.61,3869,3918,2,3849,134860,138713,0.0,5144,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175396.1,95.34,3927,3918,2,3918,71576,67651,0.0,6254,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,-
GCA_050516665.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175396.1,95.217,2300,3891,1603,3891,69948,67651,0.0,3651,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,-
GCA_050516665.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175396.1,91.436,794,3891,1,794,71577,70784,0.0,1126,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,-
GCA_050516665.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175397.1,94.718,2291,3891,1603,3891,401906,404194,0.0,3581,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175397.1,94.595,2220,3891,1603,3822,136494,138713,0.0,3463,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175397.1,90.482,830,3891,2,829,400278,401105,0.0,1136,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175397.1,90.932,794,3891,1,794,134859,135652,0.0,1108,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002174|WP_002369251|gelE|gelE,CP175397.1,98.891,1533,1533,1,1533,1697669,1696137,0.0,2689,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,-
GCA_050516665.1,Bacteraemia,VFG002175|AAM75248|cylR1|cytolysin_operon_context,CP175397.1,100.0,285,285,1,285,434617,434333,6.32e-147,515,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,-
GCA_050516665.1,Bacteraemia,VFG002176|AAM75252|cylB|cytolysin_operon_context,CP175397.1,99.814,2145,2145,1,2145,438221,440365,0.0,3851,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002177|AAM75253|cylA|cylA,CP175397.1,99.839,1239,1239,1,1239,440362,441600,0.0,2226,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP175397.1,97.256,984,984,1,984,441601,442584,0.0,1654,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,99.879,2482,5622,1,2482,447248,449729,0.0,4463,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,98.491,2253,5622,3370,5622,449867,452119,0.0,3910,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,98.99,1981,5622,2739,4719,449482,451462,0.0,3483,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,96.296,1350,5622,3124,4473,450113,451462,0.0,2210,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,96.148,1350,5622,3616,4965,449867,451216,0.0,2201,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,95.652,1104,5622,3124,4227,450359,451462,0.0,1775,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,95.29,1104,5622,3862,4965,449867,450970,0.0,1757,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,94.915,885,5622,3124,4008,450605,451483,0.0,1395,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,94.872,858,5622,4108,4965,449867,450724,0.0,1350,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,92.958,639,5622,4354,4986,449867,450505,0.0,951,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,94.444,612,5622,3124,3735,450851,451462,0.0,951,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,90.71,366,5622,4600,4965,449867,450232,2.0000000000000001e-143,508,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,90.71,366,5622,3124,3489,451097,451462,2.0000000000000001e-143,508,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,98.79,248,5622,2487,2734,449482,449729,3.63e-121,434,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,84.021,194,5622,4948,5141,449732,449925,7.499999999999999e-54,211,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175397.1,84.021,194,5622,2989,3182,451445,451638,7.499999999999999e-54,211,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG002191|WP_002369252|sprE|sprE,CP175397.1,98.48,855,855,1,855,1696088,1695234,0.0,1484,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,-
GCA_050516665.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP175397.1,99.481,3465,3465,1,3465,1020420,1023884,0.0,6168,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP175397.1,99.441,1431,1431,1,1431,1023888,1025318,0.0,2545,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP175397.1,99.363,1884,1878,1,1878,1025315,1027198,0.0,3345,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG045470|AAM75247|cylR2|cytolysin_operon_context,CP175397.1,100.0,201,201,1,201,434332,434132,1.72e-101,363,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,-
GCA_050516665.1,Bacteraemia,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP175397.1,100.0,207,207,1,207,434736,434942,9.850000000000001e-105,374,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP175397.1,88.095,84,207,15,98,435026,435109,2.18e-24,107,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP175397.1,100.0,192,192,1,192,434976,435167,1.26e-96,347,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP175397.1,88.095,84,192,51,134,434750,434833,2e-24,107,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516665.1,Bacteraemia,VFG045474|AAM75251|cylM|cytolysin_operon_context,CP175397.1,99.698,2982,2982,1,2982,435228,438209,0.0,5338,analysis/virulence_adherence/blast_72/GCA_050516665.1.tsv,+
GCA_050516675.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175395.1,95.434,3920,3918,2,3918,400091,404007,0.0,6259,analysis/virulence_adherence/blast_72/GCA_050516675.1.tsv,+
GCA_050516675.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175395.1,89.703,3875,3918,1,3855,134667,138527,0.0,5176,analysis/virulence_adherence/blast_72/GCA_050516675.1.tsv,+
GCA_050516675.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175394.1,94.857,3928,3918,1,3918,1,3927,0.0,6170,analysis/virulence_adherence/blast_72/GCA_050516675.1.tsv,+
GCA_050516675.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175395.1,99.461,927,927,1,927,1903176,1904102,0.0,1650,analysis/virulence_adherence/blast_72/GCA_050516675.1.tsv,+
GCA_050516675.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175395.1,68.237,828,927,81,890,497670,498479,5.09e-72,269,analysis/virulence_adherence/blast_72/GCA_050516675.1.tsv,+
GCA_050516675.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175395.1,96.142,1581,2025,1,1581,1031777,1033357,0.0,2577,analysis/virulence_adherence/blast_72/GCA_050516675.1.tsv,+
GCA_050516675.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175395.1,95.256,801,2025,1225,2025,1032860,1033660,0.0,1274,analysis/virulence_adherence/blast_72/GCA_050516675.1.tsv,+
