Genome,Query_ID,Target_gene,Database_gene_symbol,Reference_accession,Reference_name,Mapping_status,Contig_ID,Locus_number_on_contig,Start,Stop,Strand,Identity,Coverage,HSP_count,Best_bitscore,Distinct_target_locus_number_on_contig,Distinct_target_locus_ID
GCF_053117575.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181216.1,1,134728,138581,+,89.61000000000001,98.21337417049516,1,5144.0,1,NZ_CP181216.1|+|1
GCF_053117575.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181216.1,2,400134,404051,+,100.0,100.0,1,7066.0,2,NZ_CP181216.1|+|2
GCF_053117575.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181217.1,1,11054,14979,+,95.314,99.97447677386421,1,6249.0,1,NZ_CP181217.1|+|1
GCF_053117575.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181217.1,2,64232,68148,+,95.124,99.97447677386421,1,6203.0,2,NZ_CP181217.1|+|2
GCF_053117575.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181216.1,1,134727,138581,+,93.63002919708029,77.46080699049088,2,3463.0,1,NZ_CP181216.1|+|1
GCF_053117575.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181216.1,2,400135,404051,+,93.59147644985582,80.10794140323824,2,3581.0,2,NZ_CP181216.1|+|2
GCF_053117575.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181217.1,1,11053,14979,+,94.21473303167421,79.23413004369057,2,3646.0,1,NZ_CP181217.1|+|1
GCF_053117575.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181217.1,2,64231,68148,+,94.52240262652145,80.13364173734259,2,3595.0,2,NZ_CP181217.1|+|2
GCF_053117575.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,NZ_CP181216.1,1,1704210,1705742,-,98.89100000000002,100.0,1,2689.0,1,NZ_CP181216.1|-|1
GCF_053117575.1,VFG002175|AAM75248|cylR1|cytolysin_operon_context,cytolysin_operon_context,cylR1,AAM75248,cytolysin regulator R1,context_only,NZ_CP181216.1,1,434190,434474,-,100.0,100.0,1,515.0,2,NZ_CP181216.1|-|2
GCF_053117575.1,VFG002176|AAM75252|cylB|cytolysin_operon_context,cytolysin_operon_context,cylB,AAM75252,ABC-type transporter,context_only,NZ_CP181216.1,1,438078,440222,+,99.814,100.0,1,3851.0,3,NZ_CP181216.1|+|3
GCF_053117575.1,VFG002177|AAM75253|cylA|cylA,cylA,cylA,AAM75253,cytolysin activator,approved_primary,NZ_CP181216.1,1,440219,441457,+,99.839,100.0,1,2226.0,1,NZ_CP181216.1|+|1
GCF_053117575.1,VFG002178|AAM75254|cylI|cytolysin_operon_context,cytolysin_operon_context,cylI,AAM75254,cytolysin immunity protein,context_only,NZ_CP181216.1,1,441458,442441,+,97.256,100.0,1,1654.0,4,NZ_CP181216.1|+|4
GCF_053117575.1,VFG002179|AAD09858|esp|esp,esp,esp,AAD09858,Enterococcal surface protein; Esp,approved_primary,NZ_CP181216.1,1,447105,452726,+,97.11467852887851,100.0,19,10076.0,1,NZ_CP181216.1|+|1
GCF_053117575.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,NZ_CP181216.1,1,1703307,1704161,-,98.48,100.0,1,1484.0,1,NZ_CP181216.1|-|1
GCF_053117575.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,NZ_CP181216.1,1,1017823,1021287,+,99.509,100.0,1,6173.0,1,NZ_CP181216.1|+|1
GCF_053117575.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,NZ_CP181216.1,1,1021291,1022721,+,99.441,100.0,1,2545.0,1,NZ_CP181216.1|+|1
GCF_053117575.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,NZ_CP181216.1,1,1022718,1024601,+,99.363,100.0,1,3345.0,1,NZ_CP181216.1|+|1
GCF_053117575.1,VFG045470|AAM75247|cylR2|cytolysin_operon_context,cytolysin_operon_context,cylR2,AAM75247,cytolysin regulator R2,context_only,NZ_CP181216.1,1,433989,434189,-,100.0,100.0,1,363.0,1,NZ_CP181216.1|-|1
GCF_053117575.1,VFG045472|AAM75249|cylL|cytolysin_operon_context,cytolysin_operon_context,cylL,AAM75249,CylL; cytolysin subunit,context_only,NZ_CP181216.1,1,434593,434966,+,96.56350515463917,100.0,2,374.0,1,NZ_CP181216.1|+|1
GCF_053117575.1,VFG045473|AAM75250|cylS|cytolysin_operon_context,cytolysin_operon_context,cylS,AAM75250,CylS; cytolysin subunit,context_only,NZ_CP181216.1,1,434607,435024,+,96.37673913043479,100.0,2,347.0,1,NZ_CP181216.1|+|1
GCF_053117575.1,VFG045474|AAM75251|cylM|cytolysin_operon_context,cytolysin_operon_context,cylM,AAM75251,CylM; cytolysin subunit modifier,context_only,NZ_CP181216.1,1,435085,438066,+,99.698,100.0,1,5338.0,2,NZ_CP181216.1|+|2
GCF_053117585.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181214.1,1,129116,133532,+,93.66829523809525,97.85604900459418,2,5258.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181214.1,2,405557,409473,+,95.434,99.97447677386421,1,6259.0,2,NZ_CP181214.1|+|2
GCF_053117585.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181215.1,1,19973,24302,+,90.7141835965119,100.0,2,5506.0,1,NZ_CP181215.1|+|1
GCF_053117585.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,NZ_CP181214.1,1,509081,509865,+,68.244,84.68176914778857,1,260.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,NZ_CP181214.1,2,1888428,1889354,+,99.676,100.0,1,1659.0,2,NZ_CP181214.1|+|2
GCF_053117585.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,NZ_CP181214.1,1,1057603,1059486,+,93.99111649659864,100.0,6,2577.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181214.1,1,129116,133596,+,88.69219178082193,99.64267483409903,2,4545.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181214.1,2,405557,409404,+,89.58399999999999,98.36651352730985,1,5139.0,2,NZ_CP181214.1|+|2
GCF_053117585.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181215.1,1,19973,24233,+,86.74903765490944,98.39203675344564,2,4704.0,1,NZ_CP181215.1|+|1
GCF_053117585.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181214.1,1,129117,133532,+,93.7435762100927,97.8305257784584,2,5253.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181214.1,2,405556,409473,+,100.0,100.0,1,7066.0,2,NZ_CP181214.1|+|2
GCF_053117585.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181215.1,1,19974,24302,+,90.7591239981141,99.97447677386421,2,5531.0,1,NZ_CP181215.1|+|1
GCF_053117585.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181214.1,1,129116,133532,+,94.52372553467272,77.97481367257774,3,3610.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181214.1,2,405557,409473,+,93.59147644985582,80.10794140323824,2,3581.0,2,NZ_CP181214.1|+|2
GCF_053117585.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181215.1,1,19973,24302,+,91.9231165020337,80.13364173734259,3,3777.0,1,NZ_CP181215.1|+|1
GCF_053117585.1,VFG002175|AAM75248|cylR1|cytolysin_operon_context,cytolysin_operon_context,cylR1,AAM75248,cytolysin regulator R1,context_only,NZ_CP181214.1,1,439611,439895,-,100.0,100.0,1,515.0,2,NZ_CP181214.1|-|2
GCF_053117585.1,VFG002176|AAM75252|cylB|cytolysin_operon_context,cytolysin_operon_context,cylB,AAM75252,ABC-type transporter,context_only,NZ_CP181214.1,1,443499,445643,+,99.814,100.0,1,3851.0,3,NZ_CP181214.1|+|3
GCF_053117585.1,VFG002177|AAM75253|cylA|cylA,cylA,cylA,AAM75253,cytolysin activator,approved_primary,NZ_CP181214.1,1,445640,446878,+,99.839,100.0,1,2226.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG002177|AAM75253|cylA|cylA,cylA,cylA,AAM75253,cytolysin activator,approved_primary,NZ_CP181214.1,2,489386,489456,+,95.775,5.73042776432607,1,115.0,2,NZ_CP181214.1|+|2
GCF_053117585.1,VFG002178|AAM75254|cylI|cytolysin_operon_context,cytolysin_operon_context,cylI,AAM75254,cytolysin immunity protein,context_only,NZ_CP181214.1,1,446879,447862,+,97.154,100.0,1,1649.0,4,NZ_CP181214.1|+|4
GCF_053117585.1,VFG002178|AAM75254|cylI|cytolysin_operon_context,cytolysin_operon_context,cylI,AAM75254,cytolysin immunity protein,context_only,NZ_CP181214.1,2,489457,490440,+,96.447,100.0,1,1612.0,5,NZ_CP181214.1|+|5
GCF_053117585.1,VFG002179|AAD09858|esp|esp,esp,esp,AAD09858,Enterococcal surface protein; Esp,approved_primary,NZ_CP181214.1,1,452526,458393,+,96.72186802509317,100.0,20,8882.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,NZ_CP181214.1,1,1043600,1047064,+,99.538,100.0,1,6177.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,NZ_CP181214.1,1,1047068,1048498,+,99.441,100.0,1,2545.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,NZ_CP181214.1,1,1048495,1050378,+,99.363,100.0,1,3345.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG045470|AAM75247|cylR2|cytolysin_operon_context,cytolysin_operon_context,cylR2,AAM75247,cytolysin regulator R2,context_only,NZ_CP181214.1,1,439410,439610,-,100.0,100.0,1,363.0,1,NZ_CP181214.1|-|1
GCF_053117585.1,VFG045472|AAM75249|cylL|cytolysin_operon_context,cytolysin_operon_context,cylL,AAM75249,CylL; cytolysin subunit,context_only,NZ_CP181214.1,1,440014,440387,+,96.56350515463917,100.0,2,374.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG045473|AAM75250|cylS|cytolysin_operon_context,cytolysin_operon_context,cylS,AAM75250,CylS; cytolysin subunit,context_only,NZ_CP181214.1,1,440028,440445,+,96.37673913043479,100.0,2,347.0,1,NZ_CP181214.1|+|1
GCF_053117585.1,VFG045474|AAM75251|cylM|cytolysin_operon_context,cytolysin_operon_context,cylM,AAM75251,CylM; cytolysin subunit modifier,context_only,NZ_CP181214.1,1,440506,443487,+,99.698,100.0,1,5338.0,2,NZ_CP181214.1|+|2
GCF_053117655.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181220.1,1,367200,371116,+,95.255,99.97447677386421,1,6228.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181221.1,1,2801,6717,+,89.444,100.0,1,5212.0,1,NZ_CP181221.1|+|1
GCF_053117655.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,NZ_CP181220.1,1,428138,428947,+,68.237,87.37864077669903,1,269.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,NZ_CP181220.1,2,1814892,1815818,+,99.461,100.0,1,1650.0,2,NZ_CP181220.1|+|2
GCF_053117655.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,NZ_CP181220.1,1,968358,970241,+,93.99111649659864,100.0,6,2577.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181220.1,1,367200,371047,+,89.661,98.36651352730985,1,5153.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181221.1,1,2801,6699,+,97.846,99.5405819295559,1,6652.0,1,NZ_CP181221.1|+|1
GCF_053117655.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181220.1,1,367199,371116,+,99.413,100.0,1,6963.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181221.1,1,2802,6639,+,89.595,97.8305257784584,1,5118.0,1,NZ_CP181221.1|+|1
GCF_053117655.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181220.1,1,367200,371116,+,93.77434987029831,79.20842970958623,2,3586.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181221.1,1,2801,6639,+,93.99797199066356,77.07530197892572,2,3490.0,1,NZ_CP181221.1|+|1
GCF_053117655.1,VFG002175|AAM75248|cylR1|cytolysin_operon_context,cytolysin_operon_context,cylR1,AAM75248,cytolysin regulator R1,context_only,NZ_CP181220.1,1,401253,401537,-,100.0,100.0,1,515.0,2,NZ_CP181220.1|-|2
GCF_053117655.1,VFG002176|AAM75252|cylB|cytolysin_operon_context,cytolysin_operon_context,cylB,AAM75252,ABC-type transporter,context_only,NZ_CP181220.1,1,405141,407285,+,99.814,100.0,1,3851.0,3,NZ_CP181220.1|+|3
GCF_053117655.1,VFG002177|AAM75253|cylA|cylA,cylA,cylA,AAM75253,cytolysin activator,approved_primary,NZ_CP181220.1,1,407282,408520,+,99.839,100.0,1,2226.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG002178|AAM75254|cylI|cytolysin_operon_context,cytolysin_operon_context,cylI,AAM75254,cytolysin immunity protein,context_only,NZ_CP181220.1,1,408521,409503,+,97.154,100.0,1,1645.0,4,NZ_CP181220.1|+|4
GCF_053117655.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,NZ_CP181220.1,1,954355,957819,+,99.509,100.0,1,6173.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,NZ_CP181220.1,1,957823,959253,+,99.441,100.0,1,2545.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,NZ_CP181220.1,1,959250,961133,+,99.363,100.0,1,3345.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG045470|AAM75247|cylR2|cytolysin_operon_context,cytolysin_operon_context,cylR2,AAM75247,cytolysin regulator R2,context_only,NZ_CP181220.1,1,401052,401252,-,100.0,100.0,1,363.0,1,NZ_CP181220.1|-|1
GCF_053117655.1,VFG045472|AAM75249|cylL|cytolysin_operon_context,cytolysin_operon_context,cylL,AAM75249,CylL; cytolysin subunit,context_only,NZ_CP181220.1,1,401656,402029,+,96.56350515463917,100.0,2,374.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG045473|AAM75250|cylS|cytolysin_operon_context,cytolysin_operon_context,cylS,AAM75250,CylS; cytolysin subunit,context_only,NZ_CP181220.1,1,401670,402087,+,96.37673913043479,100.0,2,347.0,1,NZ_CP181220.1|+|1
GCF_053117655.1,VFG045474|AAM75251|cylM|cytolysin_operon_context,cytolysin_operon_context,cylM,AAM75251,CylM; cytolysin subunit modifier,context_only,NZ_CP181220.1,1,402148,405129,+,99.698,100.0,1,5338.0,2,NZ_CP181220.1|+|2
GCF_053117665.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181222.1,1,1309740,1313631,+,93.72437111751522,79.58141909137315,2,3554.0,1,NZ_CP181222.1|+|1
GCF_053117665.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,NZ_CP181222.1,1,475999,476808,+,68.237,87.37864077669903,1,269.0,1,NZ_CP181222.1|+|1
GCF_053117665.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,NZ_CP181222.1,1,1151631,1152557,-,99.569,100.0,1,1654.0,1,NZ_CP181222.1|-|1
GCF_053117665.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,NZ_CP181222.1,1,2060265,2062289,-,93.24823510971787,100.0,7,3378.0,1,NZ_CP181222.1|-|1
GCF_053117665.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181222.1,1,1309740,1313562,+,94.12932338308458,76.92700357325165,2,3594.0,1,NZ_CP181222.1|+|1
GCF_053117665.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181222.1,1,1309741,1313631,+,93.01709449071109,79.55589586523736,2,3545.0,1,NZ_CP181222.1|+|1
GCF_053117665.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181222.1,1,1309740,1313631,+,96.557,100.0,1,6412.0,1,NZ_CP181222.1|+|1
GCF_053117665.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,NZ_CP181222.1,1,2028601,2030133,-,98.82600000000001,100.0,1,2684.0,1,NZ_CP181222.1|-|1
GCF_053117665.1,VFG002175|AAM75248|cylR1|cytolysin_operon_context,cytolysin_operon_context,cylR1,AAM75248,cytolysin regulator R1,context_only,NZ_CP181222.1,1,1362511,1362795,-,99.649,100.0,1,510.0,2,NZ_CP181222.1|-|2
GCF_053117665.1,VFG002176|AAM75252|cylB|cytolysin_operon_context,cytolysin_operon_context,cylB,AAM75252,ABC-type transporter,context_only,NZ_CP181222.1,1,1366399,1367936,+,99.285,71.7016317016317,1,2725.0,3,NZ_CP181222.1|+|3
GCF_053117665.1,VFG002176|AAM75252|cylB|cytolysin_operon_context,cytolysin_operon_context,cylB,AAM75252,ABC-type transporter,context_only,NZ_CP181222.1,1,2058443,2059077,-,97.953,29.603729603729604,1,1087.0,4,NZ_CP181222.1|-|4
GCF_053117665.1,VFG002177|AAM75253|cylA|cylA,cylA,cylA,AAM75253,cytolysin activator,approved_primary,NZ_CP181222.1,1,2057208,2058446,-,98.789,100.0,1,2168.0,1,NZ_CP181222.1|-|1
GCF_053117665.1,VFG002178|AAM75254|cylI|cytolysin_operon_context,cytolysin_operon_context,cylI,AAM75254,cytolysin immunity protein,context_only,NZ_CP181222.1,1,2056224,2057207,-,97.764,100.0,1,1676.0,3,NZ_CP181222.1|-|3
GCF_053117665.1,VFG002179|AAD09858|esp|esp,esp,esp,AAD09858,Enterococcal surface protein; Esp,approved_primary,NZ_CP181222.1,1,424224,429839,+,96.25417110861166,100.0,19,4846.0,1,NZ_CP181222.1|+|1
GCF_053117665.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,NZ_CP181222.1,1,2027698,2028552,-,98.363,100.0,1,1480.0,1,NZ_CP181222.1|-|1
GCF_053117665.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,NZ_CP181222.1,1,2071837,2075301,-,99.481,100.0,1,6168.0,1,NZ_CP181222.1|-|1
GCF_053117665.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,NZ_CP181222.1,1,2070403,2071833,-,99.371,100.0,1,2541.0,1,NZ_CP181222.1|-|1
GCF_053117665.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,NZ_CP181222.1,1,2068523,2070406,-,99.045,100.0,1,3318.0,1,NZ_CP181222.1|-|1
GCF_053117665.1,VFG045470|AAM75247|cylR2|cytolysin_operon_context,cytolysin_operon_context,cylR2,AAM75247,cytolysin regulator R2,context_only,NZ_CP181222.1,1,1362311,1362510,-,97.512,100.0,1,337.0,1,NZ_CP181222.1|-|1
GCF_053117665.1,VFG045472|AAM75249|cylL|cytolysin_operon_context,cytolysin_operon_context,cylL,AAM75249,CylL; cytolysin subunit,context_only,NZ_CP181222.1,1,1362914,1363287,+,95.87642268041238,100.0,2,370.0,1,NZ_CP181222.1|+|1
GCF_053117665.1,VFG045473|AAM75250|cylS|cytolysin_operon_context,cytolysin_operon_context,cylS,AAM75250,CylS; cytolysin subunit,context_only,NZ_CP181222.1,1,1362928,1363345,+,96.01430434782608,100.0,2,343.0,1,NZ_CP181222.1|+|1
GCF_053117665.1,VFG045474|AAM75251|cylM|cytolysin_operon_context,cytolysin_operon_context,cylM,AAM75251,CylM; cytolysin subunit modifier,context_only,NZ_CP181222.1,1,1363406,1366387,+,98.793,100.0,1,5216.0,2,NZ_CP181222.1|+|2
GCF_053117675.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181227.1,1,23471,27388,+,96.35,100.0,1,6422.0,1,NZ_CP181227.1|+|1
GCF_053117675.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181228.1,1,12804,16715,+,94.646,100.0,1,6117.0,1,NZ_CP181228.1|+|1
GCF_053117675.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181228.1,2,63506,67417,+,94.646,100.0,1,6117.0,2,NZ_CP181228.1|+|2
GCF_053117675.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,NZ_CP181226.1,1,451471,452280,+,68.237,87.37864077669903,1,269.0,1,NZ_CP181226.1|+|1
GCF_053117675.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,NZ_CP181226.1,2,1845288,1846214,+,99.676,100.0,1,1659.0,2,NZ_CP181226.1|+|2
GCF_053117675.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,NZ_CP181226.1,1,1039797,1041680,+,93.81397947295423,100.0,7,2536.0,1,NZ_CP181226.1|+|1
GCF_053117675.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181227.1,1,23471,27319,+,89.69,98.39203675344564,1,5159.0,1,NZ_CP181227.1|+|1
GCF_053117675.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181228.1,1,12804,16697,+,89.619,99.5405819295559,1,5199.0,1,NZ_CP181228.1|+|1
GCF_053117675.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181228.1,2,63506,67399,+,89.619,99.5405819295559,1,5199.0,2,NZ_CP181228.1|+|2
GCF_053117675.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181227.1,1,23472,27388,+,95.992,99.97447677386421,1,6357.0,1,NZ_CP181227.1|+|1
GCF_053117675.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181228.1,1,12805,16637,+,94.731,97.8305257784584,1,5997.0,1,NZ_CP181228.1|+|1
