Genome_1,Genome_2,AMR_Jaccard_distance,AMR_Jaccard_similarity,Nine_locus_patristic_distance,ST_pair_evaluable,ST_relationship,Source_relationship,Study_relationship
GCA_050506725.1,GCA_050516675.1,0.6666666666666667,0.33333333333333326,0.0099847896,TRUE,Different ST,Same source,Same study
GCA_050506725.1,GCA_050485055.1,0.9166666666666666,0.08333333333333337,0.008533159399999999,TRUE,Different ST,Same source,Same study
GCA_050506725.1,GCA_050506675.1,0.75,0.25,0.008533159399999999,TRUE,Different ST,Same source,Same study
GCA_050506725.1,GCF_053117585.1,0.8571428571428572,0.1428571428571428,0.008533159399999999,TRUE,Different ST,Different source,Different study
GCA_050506725.1,GCA_050506865.1,0.8333333333333334,0.16666666666666663,0.008533159399999999,TRUE,Different ST,Same source,Same study
GCA_050506725.1,GCA_050506665.1,0.75,0.25,0.008533159399999999,TRUE,Different ST,Same source,Same study
GCA_050506725.1,GCA_050505635.1,0.875,0.125,0.008625762200000001,TRUE,Different ST,Same source,Same study
GCA_050506725.1,GCA_050505645.1,0.875,0.125,0.0086257568,TRUE,Different ST,Same source,Same study
GCA_050506725.1,GCA_050486715.1,0.6666666666666667,0.33333333333333326,0.008622242700000001,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506725.1,GCA_050491675.1,0.8888888888888888,0.11111111111111116,0.0097037994,TRUE,Different ST,Same source,Same study
GCA_050506725.1,GCA_050491685.1,0.8888888888888888,0.11111111111111116,0.0097037994,TRUE,Different ST,Same source,Same study
GCA_050506725.1,GCF_053117675.1,0.9230769230769231,0.07692307692307687,0.0096102715,TRUE,Different ST,Different source,Different study
GCA_050506725.1,GCA_050472755.1,0.8571428571428572,0.1428571428571428,0.011670268099999999,TRUE,Different ST,Same source,Same study
GCA_050506725.1,GCA_050506875.1,0.6666666666666667,0.33333333333333326,0.014373326300000001,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCF_053117665.1,0.8333333333333334,0.16666666666666663,2.847309e-4,TRUE,Same ST,Different source,Different study
GCA_050506735.1,GCA_050506765.1,0.6666666666666667,0.33333333333333326,0.001579429,TRUE,Same ST,Same source,Same study
GCA_050506735.1,GCA_050506825.1,0.5,0.5,0.0014857189,TRUE,Same ST,Same source,Same study
GCA_050506735.1,GCA_050516645.1,0.6666666666666667,0.33333333333333326,0.0022643982,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050516655.1,0.6666666666666667,0.33333333333333326,0.0022643982,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050475575.1,0.75,0.25,0.009894821399999998,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCF_053117685.1,0.8333333333333334,0.16666666666666663,0.009894821399999998,TRUE,Different ST,Different source,Different study
GCA_050506735.1,GCF_053117705.1,0.8333333333333334,0.16666666666666663,0.009894821399999998,TRUE,Different ST,Different source,Different study
GCA_050506735.1,GCA_050506695.1,0.6666666666666667,0.33333333333333326,0.009894821399999998,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050506815.1,0.8333333333333334,0.16666666666666663,0.009894821399999998,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050516665.1,0.8333333333333334,0.16666666666666663,0.009894821399999998,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050507065.1,0.5,0.5,0.009894821399999998,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCF_053117575.1,0.8333333333333334,0.16666666666666663,0.009894821399999998,TRUE,Different ST,Different source,Different study
GCA_050506735.1,GCA_050506995.1,0.5,0.5,0.009894821399999998,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCF_053117655.1,0.8,0.19999999999999996,0.009894821399999998,TRUE,Different ST,Different source,Different study
GCA_050506735.1,GCA_050506685.1,0.6666666666666667,0.33333333333333326,0.009894821399999998,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050516675.1,0.6666666666666667,0.33333333333333326,0.0099847896,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050485055.1,0.9166666666666666,0.08333333333333337,0.008533159399999999,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050506675.1,0.75,0.25,0.008533159399999999,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCF_053117585.1,0.8571428571428572,0.1428571428571428,0.008533159399999999,TRUE,Different ST,Different source,Different study
GCA_050506735.1,GCA_050506865.1,0.8333333333333334,0.16666666666666663,0.008533159399999999,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050506665.1,0.75,0.25,0.008533159399999999,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050505635.1,0.875,0.125,0.008625762200000001,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050505645.1,0.875,0.125,0.0086257568,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050486715.1,0.6666666666666667,0.33333333333333326,0.008622242700000001,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506735.1,GCA_050491675.1,0.8888888888888888,0.11111111111111116,0.0097037994,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050491685.1,0.8888888888888888,0.11111111111111116,0.0097037994,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCF_053117675.1,0.9230769230769231,0.07692307692307687,0.0096102715,TRUE,Different ST,Different source,Different study
GCA_050506735.1,GCA_050472755.1,0.8571428571428572,0.1428571428571428,0.011670268099999999,TRUE,Different ST,Same source,Same study
GCA_050506735.1,GCA_050506875.1,0.6666666666666667,0.33333333333333326,0.014373326300000001,TRUE,Different ST,Same source,Same study
GCF_053117665.1,GCA_050506765.1,0.5,0.5,0.0016740421000000002,TRUE,Same ST,Different source,Different study
GCF_053117665.1,GCA_050506825.1,0.6666666666666667,0.33333333333333326,0.001580332,TRUE,Same ST,Different source,Different study
GCF_053117665.1,GCA_050516645.1,0.7142857142857143,0.2857142857142857,0.0023590113,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050516655.1,0.7142857142857143,0.2857142857142857,0.0023590113,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050475575.1,0.5714285714285714,0.4285714285714286,0.009989434499999998,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCF_053117685.1,0.2857142857142857,0.7142857142857143,0.009989434499999998,TRUE,Different ST,Same source,Same study
GCF_053117665.1,GCF_053117705.1,0.2857142857142857,0.7142857142857143,0.009989434499999998,TRUE,Different ST,Same source,Same study
GCF_053117665.1,GCA_050506695.1,0.5,0.5,0.009989434499999998,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050506815.1,0.2857142857142857,0.7142857142857143,0.009989434499999998,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050516665.1,0,1,0.009989434499999998,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050507065.1,0.6666666666666667,0.33333333333333326,0.009989434499999998,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCF_053117575.1,0.2857142857142857,0.7142857142857143,0.009989434499999998,TRUE,Different ST,Same source,Same study
GCF_053117665.1,GCA_050506995.1,0.6666666666666667,0.33333333333333326,0.009989434499999998,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCF_053117655.1,0.16666666666666663,0.8333333333333334,0.009989434499999998,TRUE,Different ST,Same source,Same study
GCF_053117665.1,GCA_050506685.1,0.5,0.5,0.009989434499999998,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050516675.1,0.5,0.5,0.0100794027,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050485055.1,0.875,0.125,0.008627772499999999,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050506675.1,0.5714285714285714,0.4285714285714286,0.008627772499999999,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCF_053117585.1,0.7,0.30000000000000004,0.008627772499999999,TRUE,Different ST,Same source,Same study
GCF_053117665.1,GCA_050506865.1,0.2857142857142857,0.7142857142857143,0.008627772499999999,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050506665.1,0.5714285714285714,0.4285714285714286,0.008627772499999999,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050505635.1,0.6,0.4,0.008720375300000001,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050505645.1,0.6,0.4,0.0087203699,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050486715.1,0.7142857142857143,0.2857142857142857,0.008716855800000001,FALSE,ST comparison unavailable,Different source,Different study
GCF_053117665.1,GCA_050491675.1,0.5,0.5,0.0097984125,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050491685.1,0.5,0.5,0.0097984125,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCF_053117675.1,0.5384615384615384,0.46153846153846156,0.0097048846,TRUE,Different ST,Same source,Same study
GCF_053117665.1,GCA_050472755.1,0.7,0.30000000000000004,0.0117648812,TRUE,Different ST,Different source,Different study
GCF_053117665.1,GCA_050506875.1,0.7142857142857143,0.2857142857142857,0.014467939400000003,TRUE,Different ST,Different source,Different study
GCA_050506765.1,GCA_050506825.1,0.33333333333333337,0.6666666666666666,9.57101e-5,TRUE,Same ST,Same source,Same study
GCA_050506765.1,GCA_050516645.1,0.5,0.5,8.800606e-4,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050516655.1,0.5,0.5,8.800606e-4,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050475575.1,0.25,0.75,0.011269656399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCF_053117685.1,0.5,0.5,0.011269656399999998,TRUE,Different ST,Different source,Different study
GCA_050506765.1,GCF_053117705.1,0.5,0.5,0.011269656399999998,TRUE,Different ST,Different source,Different study
GCA_050506765.1,GCA_050506695.1,0,1,0.011269656399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050506815.1,0.5,0.5,0.011269656399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050516665.1,0.5,0.5,0.011269656399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050507065.1,0.33333333333333337,0.6666666666666666,0.011269656399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCF_053117575.1,0.5,0.5,0.011269656399999998,TRUE,Different ST,Different source,Different study
GCA_050506765.1,GCA_050506995.1,0.33333333333333337,0.6666666666666666,0.011269656399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCF_053117655.1,0.4,0.6,0.011269656399999998,TRUE,Different ST,Different source,Different study
GCA_050506765.1,GCA_050506685.1,0,1,0.011269656399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050516675.1,0,1,0.0113596246,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050485055.1,0.8461538461538461,0.15384615384615385,0.009907994399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050506675.1,0.25,0.75,0.009907994399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCF_053117585.1,0.5714285714285714,0.4285714285714286,0.009907994399999998,TRUE,Different ST,Different source,Different study
GCA_050506765.1,GCA_050506865.1,0.5,0.5,0.009907994399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050506665.1,0.25,0.75,0.009907994399999998,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050505635.1,0.625,0.375,0.010000597200000001,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050505645.1,0.625,0.375,0.0100005918,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050486715.1,0.5,0.5,0.0099970777,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506765.1,GCA_050491675.1,0.6666666666666667,0.33333333333333326,0.011078634399999999,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050491685.1,0.6666666666666667,0.33333333333333326,0.011078634399999999,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCF_053117675.1,0.7692307692307692,0.23076923076923084,0.0109851065,TRUE,Different ST,Different source,Different study
GCA_050506765.1,GCA_050472755.1,0.5714285714285714,0.4285714285714286,0.0130451031,TRUE,Different ST,Same source,Same study
GCA_050506765.1,GCA_050506875.1,0.5,0.5,0.0157481613,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050516645.1,0.75,0.25,7.863505e-4,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050516655.1,0.75,0.25,7.863505e-4,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050475575.1,0.5,0.5,0.011175946299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCF_053117685.1,0.6666666666666667,0.33333333333333326,0.011175946299999998,TRUE,Different ST,Different source,Different study
GCA_050506825.1,GCF_053117705.1,0.6666666666666667,0.33333333333333326,0.011175946299999998,TRUE,Different ST,Different source,Different study
GCA_050506825.1,GCA_050506695.1,0.33333333333333337,0.6666666666666666,0.011175946299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050506815.1,0.6666666666666667,0.33333333333333326,0.011175946299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050516665.1,0.6666666666666667,0.33333333333333326,0.011175946299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050507065.1,0,1,0.011175946299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCF_053117575.1,0.6666666666666667,0.33333333333333326,0.011175946299999998,TRUE,Different ST,Different source,Different study
GCA_050506825.1,GCA_050506995.1,0,1,0.011175946299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCF_053117655.1,0.6,0.4,0.011175946299999998,TRUE,Different ST,Different source,Different study
GCA_050506825.1,GCA_050506685.1,0.33333333333333337,0.6666666666666666,0.011175946299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050516675.1,0.33333333333333337,0.6666666666666666,0.0112659145,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050485055.1,0.8333333333333334,0.16666666666666663,0.009814284299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050506675.1,0.5,0.5,0.009814284299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCF_053117585.1,0.7142857142857143,0.2857142857142857,0.009814284299999998,TRUE,Different ST,Different source,Different study
GCA_050506825.1,GCA_050506865.1,0.6666666666666667,0.33333333333333326,0.009814284299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050506665.1,0.5,0.5,0.009814284299999998,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050505635.1,0.75,0.25,0.009906887100000001,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050505645.1,0.75,0.25,0.0099068817,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050486715.1,0.33333333333333337,0.6666666666666666,0.0099033676,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506825.1,GCA_050491675.1,0.7777777777777778,0.2222222222222222,0.010984924299999999,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050491685.1,0.7777777777777778,0.2222222222222222,0.010984924299999999,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCF_053117675.1,0.8461538461538461,0.15384615384615385,0.0108913964,TRUE,Different ST,Different source,Different study
GCA_050506825.1,GCA_050472755.1,0.7142857142857143,0.2857142857142857,0.012951392999999999,TRUE,Different ST,Same source,Same study
GCA_050506825.1,GCA_050506875.1,0.75,0.25,0.015654451200000002,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050516655.1,0,1,2e-6,TRUE,Same ST,Same source,Same study
GCA_050516645.1,GCA_050475575.1,0.6,0.4,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCF_053117685.1,0.7142857142857143,0.2857142857142857,0.0119546256,TRUE,Different ST,Different source,Different study
GCA_050516645.1,GCF_053117705.1,0.7142857142857143,0.2857142857142857,0.0119546256,TRUE,Different ST,Different source,Different study
GCA_050516645.1,GCA_050506695.1,0.5,0.5,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050506815.1,0.7142857142857143,0.2857142857142857,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050516665.1,0.7142857142857143,0.2857142857142857,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050507065.1,0.75,0.25,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCF_053117575.1,0.7142857142857143,0.2857142857142857,0.0119546256,TRUE,Different ST,Different source,Different study
GCA_050516645.1,GCA_050506995.1,0.75,0.25,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCF_053117655.1,0.6666666666666667,0.33333333333333326,0.0119546256,TRUE,Different ST,Different source,Different study
GCA_050516645.1,GCA_050506685.1,0.5,0.5,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050516675.1,0.5,0.5,0.012044593800000001,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050485055.1,0.9285714285714286,0.0714285714285714,0.0105929636,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050506675.1,0.6,0.4,0.0105929636,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCF_053117585.1,0.5714285714285714,0.4285714285714286,0.0105929636,TRUE,Different ST,Different source,Different study
GCA_050516645.1,GCA_050506865.1,0.7142857142857143,0.2857142857142857,0.0105929636,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050506665.1,0.6,0.4,0.0105929636,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050505635.1,0.7777777777777778,0.2222222222222222,0.010685566400000002,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050505645.1,0.7777777777777778,0.2222222222222222,0.010685561000000001,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050486715.1,0.8,0.19999999999999996,0.010682046900000002,FALSE,ST comparison unavailable,Same source,Same study
GCA_050516645.1,GCA_050491675.1,0.8,0.19999999999999996,0.0117636036,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050491685.1,0.8,0.19999999999999996,0.0117636036,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCF_053117675.1,0.8571428571428572,0.1428571428571428,0.011670075700000001,TRUE,Different ST,Different source,Different study
GCA_050516645.1,GCA_050472755.1,0.75,0.25,0.0137300723,TRUE,Different ST,Same source,Same study
GCA_050516645.1,GCA_050506875.1,0.5,0.5,0.0164331305,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050475575.1,0.6,0.4,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCF_053117685.1,0.7142857142857143,0.2857142857142857,0.0119546256,TRUE,Different ST,Different source,Different study
GCA_050516655.1,GCF_053117705.1,0.7142857142857143,0.2857142857142857,0.0119546256,TRUE,Different ST,Different source,Different study
GCA_050516655.1,GCA_050506695.1,0.5,0.5,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050506815.1,0.7142857142857143,0.2857142857142857,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050516665.1,0.7142857142857143,0.2857142857142857,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050507065.1,0.75,0.25,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCF_053117575.1,0.7142857142857143,0.2857142857142857,0.0119546256,TRUE,Different ST,Different source,Different study
GCA_050516655.1,GCA_050506995.1,0.75,0.25,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCF_053117655.1,0.6666666666666667,0.33333333333333326,0.0119546256,TRUE,Different ST,Different source,Different study
GCA_050516655.1,GCA_050506685.1,0.5,0.5,0.0119546256,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050516675.1,0.5,0.5,0.012044593800000001,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050485055.1,0.9285714285714286,0.0714285714285714,0.0105929636,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050506675.1,0.6,0.4,0.0105929636,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCF_053117585.1,0.5714285714285714,0.4285714285714286,0.0105929636,TRUE,Different ST,Different source,Different study
GCA_050516655.1,GCA_050506865.1,0.7142857142857143,0.2857142857142857,0.0105929636,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050506665.1,0.6,0.4,0.0105929636,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050505635.1,0.7777777777777778,0.2222222222222222,0.010685566400000002,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050505645.1,0.7777777777777778,0.2222222222222222,0.010685561000000001,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050486715.1,0.8,0.19999999999999996,0.010682046900000002,FALSE,ST comparison unavailable,Same source,Same study
GCA_050516655.1,GCA_050491675.1,0.8,0.19999999999999996,0.0117636036,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050491685.1,0.8,0.19999999999999996,0.0117636036,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCF_053117675.1,0.8571428571428572,0.1428571428571428,0.011670075700000001,TRUE,Different ST,Different source,Different study
GCA_050516655.1,GCA_050472755.1,0.75,0.25,0.0137300723,TRUE,Different ST,Same source,Same study
GCA_050516655.1,GCA_050506875.1,0.5,0.5,0.0164331305,TRUE,Different ST,Same source,Same study
GCA_050475575.1,GCF_053117685.1,0.33333333333333337,0.6666666666666666,0,TRUE,Same ST,Different source,Different study
GCA_050475575.1,GCF_053117705.1,0.33333333333333337,0.6666666666666666,0,TRUE,Same ST,Different source,Different study
GCA_050475575.1,GCA_050506695.1,0.25,0.75,0,TRUE,Same ST,Same source,Same study
GCA_050475575.1,GCA_050506815.1,0.33333333333333337,0.6666666666666666,0,TRUE,Same ST,Same source,Same study
GCA_050475575.1,GCA_050516665.1,0.5714285714285714,0.4285714285714286,0,TRUE,Same ST,Same source,Same study
GCA_050475575.1,GCA_050507065.1,0.5,0.5,0,TRUE,Same ST,Same source,Same study
GCA_050475575.1,GCF_053117575.1,0.33333333333333337,0.6666666666666666,0,TRUE,Same ST,Different source,Different study
GCA_050475575.1,GCA_050506995.1,0.5,0.5,0,TRUE,Same ST,Same source,Same study
GCA_050475575.1,GCF_053117655.1,0.5,0.5,0,TRUE,Same ST,Different source,Different study
GCA_050475575.1,GCA_050506685.1,0.25,0.75,2e-6,TRUE,Same ST,Same source,Same study
GCA_050475575.1,GCA_050516675.1,0.25,0.75,9.6369e-5,TRUE,Same ST,Same source,Same study
GCA_050475575.1,GCA_050485055.1,0.7692307692307692,0.23076923076923084,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050475575.1,GCA_050506675.1,0.4,0.6,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050475575.1,GCF_053117585.1,0.4285714285714286,0.5714285714285714,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCA_050475575.1,GCA_050506865.1,0.33333333333333337,0.6666666666666666,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050475575.1,GCA_050506665.1,0.4,0.6,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050475575.1,GCA_050505635.1,0.6666666666666667,0.33333333333333326,0.0016622802,TRUE,Different ST,Same source,Same study
GCA_050475575.1,GCA_050505645.1,0.6666666666666667,0.33333333333333326,0.0016622747999999999,TRUE,Different ST,Same source,Same study
GCA_050475575.1,GCA_050486715.1,0.6,0.4,0.0016587607,FALSE,ST comparison unavailable,Same source,Same study
GCA_050475575.1,GCA_050491675.1,0.5555555555555556,0.4444444444444444,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050475575.1,GCA_050491685.1,0.5555555555555556,0.4444444444444444,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050475575.1,GCF_053117675.1,0.7857142857142857,0.2142857142857143,0.005338059300000001,TRUE,Different ST,Different source,Different study
GCA_050475575.1,GCA_050472755.1,0.625,0.375,0.0141262961,TRUE,Different ST,Same source,Same study
GCA_050475575.1,GCA_050506875.1,0.6,0.4,0.0168293543,TRUE,Different ST,Same source,Same study
GCF_053117685.1,GCF_053117705.1,0,1,0,TRUE,Same ST,Same source,Same study
GCF_053117685.1,GCA_050506695.1,0.5,0.5,0,TRUE,Same ST,Different source,Different study
GCF_053117685.1,GCA_050506815.1,0,1,0,TRUE,Same ST,Different source,Different study
GCF_053117685.1,GCA_050516665.1,0.2857142857142857,0.7142857142857143,0,TRUE,Same ST,Different source,Different study
GCF_053117685.1,GCA_050507065.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Different source,Different study
GCF_053117685.1,GCF_053117575.1,0,1,0,TRUE,Same ST,Same source,Same study
GCF_053117685.1,GCA_050506995.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Different source,Different study
GCF_053117685.1,GCF_053117655.1,0.4285714285714286,0.5714285714285714,0,TRUE,Same ST,Same source,Same study
GCF_053117685.1,GCA_050506685.1,0.5,0.5,2e-6,TRUE,Same ST,Different source,Different study
GCF_053117685.1,GCA_050516675.1,0.5,0.5,9.6369e-5,TRUE,Same ST,Different source,Different study
GCF_053117685.1,GCA_050485055.1,0.8,0.19999999999999996,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117685.1,GCA_050506675.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117685.1,GCF_053117585.1,0.5555555555555556,0.4444444444444444,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCF_053117685.1,GCA_050506865.1,0,1,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117685.1,GCA_050506665.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117685.1,GCA_050505635.1,0.7272727272727273,0.2727272727272727,0.0016622802,TRUE,Different ST,Different source,Different study
GCF_053117685.1,GCA_050505645.1,0.7272727272727273,0.2727272727272727,0.0016622747999999999,TRUE,Different ST,Different source,Different study
GCF_053117685.1,GCA_050486715.1,0.7142857142857143,0.2857142857142857,0.0016587607,FALSE,ST comparison unavailable,Different source,Different study
GCF_053117685.1,GCA_050491675.1,0.33333333333333337,0.6666666666666666,0.005431587200000001,TRUE,Different ST,Different source,Different study
GCF_053117685.1,GCA_050491685.1,0.33333333333333337,0.6666666666666666,0.005431587200000001,TRUE,Different ST,Different source,Different study
GCF_053117685.1,GCF_053117675.1,0.6428571428571428,0.3571428571428572,0.005338059300000001,TRUE,Different ST,Same source,Same study
GCF_053117685.1,GCA_050472755.1,0.7,0.30000000000000004,0.0141262961,TRUE,Different ST,Different source,Different study
GCF_053117685.1,GCA_050506875.1,0.7142857142857143,0.2857142857142857,0.0168293543,TRUE,Different ST,Different source,Different study
GCF_053117705.1,GCA_050506695.1,0.5,0.5,0,TRUE,Same ST,Different source,Different study
GCF_053117705.1,GCA_050506815.1,0,1,0,TRUE,Same ST,Different source,Different study
GCF_053117705.1,GCA_050516665.1,0.2857142857142857,0.7142857142857143,0,TRUE,Same ST,Different source,Different study
GCF_053117705.1,GCA_050507065.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Different source,Different study
GCF_053117705.1,GCF_053117575.1,0,1,0,TRUE,Same ST,Same source,Same study
GCF_053117705.1,GCA_050506995.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Different source,Different study
GCF_053117705.1,GCF_053117655.1,0.4285714285714286,0.5714285714285714,0,TRUE,Same ST,Same source,Same study
GCF_053117705.1,GCA_050506685.1,0.5,0.5,2e-6,TRUE,Same ST,Different source,Different study
GCF_053117705.1,GCA_050516675.1,0.5,0.5,9.6369e-5,TRUE,Same ST,Different source,Different study
