Genome,Source,Locus,Assignment_status,Accepted_allele,Dataset_profile_token,Exact_alleles_detected,Exact_location_count,Best_reference_allele,Best_identity_percent,Best_allele_coverage_percent,Best_contig,Best_start,Best_stop,Best_strand,Status_reason,FNA_path
GCA_050506695.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175296.1,2175336,2175791,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506695.1.fna
GCA_050506695.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175296.1,1445746,1446181,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506695.1.fna
GCA_050506725.1,Bacteraemia,gdh,Exact_known_allele,3,3,3,1,3,100,100,CP175283.1,779633,780162,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506725.1.fna
GCA_050506725.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP175283.1,1663063,1663457,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506725.1.fna
GCA_050506725.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP175283.1,1435263,1435845,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506725.1.fna
GCA_050506725.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP175283.1,2224950,2225387,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506725.1.fna
GCA_050506725.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP175283.1,1298094,1298552,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506725.1.fna
GCA_050506725.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP175283.1,1857537,1857992,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506725.1.fna
GCA_050506725.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP175283.1,1164812,1165247,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506725.1.fna
GCA_050506735.1,Bacteraemia,gdh,Exact_known_allele,3,3,3,1,3,100,100,CP175280.1,779633,780162,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506735.1.fna
GCA_050506735.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP175280.1,1663063,1663457,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506735.1.fna
GCA_050506735.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP175280.1,1435263,1435845,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506735.1.fna
GCA_050506735.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP175280.1,2224950,2225387,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506735.1.fna
GCA_050506735.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP175280.1,1298094,1298552,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506735.1.fna
GCA_050506735.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP175280.1,1857537,1857992,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506735.1.fna
GCA_050506735.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP175280.1,1164812,1165247,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506735.1.fna
GCA_050506745.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP175276.1,1655666,1656195,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506745.1.fna
GCA_050506745.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP175276.1,704874,705268,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506745.1.fna
GCA_050506745.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP175276.1,964652,965234,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506745.1.fna
GCA_050506745.1,Bacteraemia,gki,Exact_known_allele,7,7,7,1,7,100,100,CP175276.1,73904,74341,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506745.1.fna
GCA_050506745.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP175276.1,1102263,1102721,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506745.1.fna
GCA_050506745.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175276.1,458814,459269,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506745.1.fna
GCA_050506745.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP175276.1,1279369,1279804,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506745.1.fna
GCA_050506755.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP175273.1,702648,703177,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506755.1.fna
GCA_050506755.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP175273.1,1652241,1652635,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506755.1.fna
GCA_050506755.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP175273.1,1393608,1394190,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506755.1.fna
GCA_050506755.1,Bacteraemia,gki,Exact_known_allele,7,7,7,1,7,100,100,CP175273.1,2283166,2283603,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506755.1.fna
GCA_050506755.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP175273.1,1256121,1256579,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506755.1.fna
GCA_050506755.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175273.1,1898239,1898694,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506755.1.fna
GCA_050506755.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP175273.1,1079039,1079474,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506755.1.fna
GCA_050506765.1,Bacteraemia,gdh,Exact_known_allele,3,3,3,1,3,100,100,CP175271.1,837236,837765,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506765.1.fna
GCA_050506765.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP175271.1,1693098,1693492,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506765.1.fna
GCA_050506765.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP175271.1,1492676,1493258,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506765.1.fna
GCA_050506765.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP175271.1,2321725,2322162,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506765.1.fna
GCA_050506765.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP175271.1,1355497,1355955,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506765.1.fna
GCA_050506765.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP175271.1,1931364,1931819,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506765.1.fna
GCA_050506765.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP175271.1,1222223,1222658,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506765.1.fna
GCA_050506775.1,Bacteraemia,gdh,Exact_known_allele,14,14,14,1,14,100,100,CP175268.1,795840,796369,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506775.1.fna
GCA_050506775.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175268.1,1705173,1705567,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506775.1.fna
GCA_050506775.1,Bacteraemia,pstS,Novel_allele_candidate,,NOVEL_a6ba33650b6d,,0,7,99.828,100,CP175268.1,1484995,1485577,-,One complete high-similarity locus sequence has no exact official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506775.1.fna
GCA_050506775.1,Bacteraemia,gki,Exact_known_allele,37,37,37,1,37,100,100,CP175268.1,2338680,2339117,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506775.1.fna
GCA_050506775.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP175268.1,1347832,1348290,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506775.1.fna
GCA_050506775.1,Bacteraemia,xpt,Exact_known_allele,48,48,48,1,48,100,100,CP175268.1,1931338,1931793,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506775.1.fna
GCA_050506775.1,Bacteraemia,yqiL,Novel_allele_candidate,,NOVEL_03f789d462bc,,0,88,99.771,100,CP175268.1,1221895,1222330,+,One complete high-similarity locus sequence has no exact official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506775.1.fna
GCA_050506815.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175260.1,922614,923143,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506815.1.fna
GCA_050506815.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175260.1,1811415,1811809,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506815.1.fna
GCA_050506815.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175260.1,1585631,1586213,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506815.1.fna
GCA_050506815.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175260.1,2436290,2436727,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506815.1.fna
GCA_050506815.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175260.1,1433663,1434121,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506815.1.fna
GCA_050506815.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175260.1,2048724,2049179,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506815.1.fna
GCA_050506815.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175260.1,1300830,1301265,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506815.1.fna
GCA_050506825.1,Bacteraemia,gdh,Exact_known_allele,3,3,3,1,3,100,100,CP175258.1,906568,907097,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506825.1.fna
GCA_050506825.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP175258.1,1802625,1803019,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506825.1.fna
GCA_050506825.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP175258.1,1602204,1602786,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506825.1.fna
GCA_050506825.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP175258.1,2431238,2431675,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506825.1.fna
GCA_050506825.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP175258.1,1465019,1465477,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506825.1.fna
GCA_050506825.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP175258.1,2040890,2041345,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506825.1.fna
GCA_050506825.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP175258.1,1331747,1332182,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506825.1.fna
GCA_050506865.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175257.1,907328,907857,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506865.1.fna
GCA_050506865.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175257.1,1755909,1756303,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506865.1.fna
GCA_050506865.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175257.1,1573403,1573985,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506865.1.fna
GCA_050506865.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175257.1,2378720,2379157,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506865.1.fna
GCA_050506865.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175257.1,1416549,1417007,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506865.1.fna
GCA_050506865.1,Bacteraemia,xpt,Exact_known_allele,7,7,7,1,7,100,100,CP175257.1,1999783,2000238,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506865.1.fna
GCA_050506865.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175257.1,1283755,1284190,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506865.1.fna
GCA_050506875.1,Bacteraemia,gdh,Exact_known_allele,15,15,15,1,15,100,100,CP175255.1,981064,981593,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506875.1.fna
GCA_050506875.1,Bacteraemia,gyd,Exact_known_allele,2,2,2,1,2,100,100,CP175255.1,1850109,1850503,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506875.1.fna
GCA_050506875.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP175255.1,1632918,1633500,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506875.1.fna
GCA_050506875.1,Bacteraemia,gki,Exact_known_allele,2,2,2,1,2,100,100,CP175255.1,2504859,2505296,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506875.1.fna
GCA_050506875.1,Bacteraemia,aroE,Exact_known_allele,3,3,3,1,3,100,100,CP175255.1,1495562,1496020,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506875.1.fna
GCA_050506875.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175255.1,2086278,2086733,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506875.1.fna
GCA_050506875.1,Bacteraemia,yqiL,Exact_known_allele,11,11,11,1,11,100,100,CP175255.1,1365477,1365912,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506875.1.fna
GCA_050506885.1,Bacteraemia,gdh,Exact_known_allele,9,9,9,1,9,100,100,CP175254.1,879707,880236,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506885.1.fna
GCA_050506885.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP175254.1,1825143,1825537,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506885.1.fna
GCA_050506885.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP175254.1,1579816,1580398,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506885.1.fna
GCA_050506885.1,Bacteraemia,gki,Exact_known_allele,2,2,2,1,2,100,100,CP175254.1,2519285,2519722,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506885.1.fna
GCA_050506885.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP175254.1,1440765,1441223,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506885.1.fna
GCA_050506885.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175254.1,2109901,2110356,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506885.1.fna
GCA_050506885.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP175254.1,1264448,1264883,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506885.1.fna
GCA_050506905.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP175239.1,874141,874670,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506905.1.fna
GCA_050506905.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP175239.1,1818902,1819296,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506905.1.fna
GCA_050506905.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP175239.1,1569447,1570029,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506905.1.fna
GCA_050506905.1,Bacteraemia,gki,Exact_known_allele,32,32,32,1,32,100,100,CP175239.1,2552237,2552674,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506905.1.fna
GCA_050506905.1,Bacteraemia,aroE,Exact_known_allele,32,32,32,1,32,100,100,CP175239.1,1430259,1430717,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506905.1.fna
GCA_050506905.1,Bacteraemia,xpt,Exact_known_allele,26,26,26,1,26,100,100,CP175239.1,2088782,2089237,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506905.1.fna
GCA_050506905.1,Bacteraemia,yqiL,Exact_known_allele,31,31,31,1,31,100,100,CP175239.1,1249747,1250182,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506905.1.fna
GCA_050506915.1,Bacteraemia,gdh,Exact_known_allele,1,1,1,1,1,100,100,CP175237.1,830282,830811,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506915.1.fna
GCA_050506915.1,Bacteraemia,gyd,Exact_known_allele,2,2,2,1,2,100,100,CP175237.1,1714675,1715069,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506915.1.fna
